image_id,file_name,pfa,selected_policy,annotations,target_pixels,background_pixels,candidate_pd,raw_pd,lowrank_pd,candidate_empirical_pfa,raw_empirical_pfa,lowrank_empirical_pfa,delta_vs_raw,delta_vs_lowrank
61,000061.jpg,0.0001,raw,4,2245,129790,0.5082405345211581,0.5082405345211581,0.0008908685968819599,0.0003313044148239464,0.0003313044148239464,0.0,0.0,0.5073496659242762
61,000061.jpg,0.0003,gate,4,2245,129790,0.6681514476614699,0.6966592427616927,0.0026726057906458797,0.0011711225826334848,0.0022420833654364742,7.704753833115032e-05,-0.02850779510022272,0.6654788418708241
61,000061.jpg,0.001,gate,4,2245,129790,0.7982182628062361,0.8075723830734967,0.0075723830734966595,0.0027737113799214115,0.006217736343323831,0.00025425687649279605,-0.009354120267260568,0.7906458797327395
61,000061.jpg,0.003,gate,4,2245,129790,0.9576837416481069,0.844543429844098,0.018708240534521157,0.005732336851837584,0.009107019030741967,0.0006009707989829725,0.11314031180400885,0.9389755011135857
61,000061.jpg,0.01,gate,4,2245,129790,0.9986636971046771,0.889532293986637,0.07126948775055679,0.011734340087834194,0.015810154865552047,0.003451729717235534,0.10913140311804004,0.9273942093541203
69,000069.jpg,1e-05,raw,1,1171,56902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,000069.jpg,3e-05,raw,1,1171,56902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,000069.jpg,0.0001,raw,1,1171,56902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,000069.jpg,0.0003,gate,1,1171,56902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,000069.jpg,0.001,gate,1,1171,56902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,000069.jpg,0.003,gate,1,1171,56902,0.012809564474807857,0.4210076857386849,0.0008539709649871904,0.010298407788829919,0.047924501774981546,0.00010544444834979439,-0.40819812126387706,0.011955593509820667
69,000069.jpg,0.01,gate,1,1171,56902,0.5388556789069172,0.5678906917164817,0.012809564474807857,0.10001405925977998,0.08530455871498366,0.0040771853361920496,-0.029035012809564442,0.5260461144321094
71,000071.jpg,1e-05,raw,1,1186,98862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,000071.jpg,3e-05,raw,1,1186,98862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,000071.jpg,0.0001,raw,1,1186,98862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,000071.jpg,0.0003,gate,1,1186,98862,0.5320404721753794,0.40219224283305227,0.0,5.057554975622585e-05,7.080576965871619e-05,0.0,0.12984822934232715,0.5320404721753794
71,000071.jpg,0.001,gate,1,1186,98862,0.7757166947723441,0.5438448566610455,0.0042158516020236085,0.00033379862839109063,0.0011733527543444397,0.0,0.23187183811129852,0.7715008431703204
71,000071.jpg,0.003,gate,1,1186,98862,0.9578414839797639,0.6112984822934233,0.007588532883642495,0.003459367603325848,0.0033076409540571707,0.0,0.34654300168634056,0.9502529510961214
71,000071.jpg,0.01,gate,1,1186,98862,0.9949409780775716,0.6989881956155143,0.03456998313659359,0.009710505553195364,0.01621452125184601,0.00022253241892739373,0.29595278246205736,0.9603709949409781
79,000079.jpg,1e-05,raw,2,1080,152329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,000079.jpg,3e-05,raw,2,1080,152329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,000079.jpg,0.0001,raw,2,1080,152329,0.27685185185185185,0.27685185185185185,0.0,0.0,0.0,0.0,0.0,0.27685185185185185
79,000079.jpg,0.0003,gate,2,1080,152329,0.8212962962962963,0.4935185185185185,0.002777777777777778,0.0,0.0,0.0,0.3277777777777778,0.8185185185185185
79,000079.jpg,0.001,gate,2,1080,152329,0.9601851851851851,0.6527777777777778,0.006481481481481481,0.0,0.00019694214496254818,0.0,0.30740740740740735,0.9537037037037036
79,000079.jpg,0.003,gate,2,1080,152329,1.0,0.7074074074074074,0.012037037037037037,8.534159615043754e-05,0.0016214903268583132,0.0,0.2925925925925926,0.9879629629629629
79,000079.jpg,0.01,gate,2,1080,152329,1.0,0.7601851851851852,0.05555555555555555,0.0013654655384070006,0.012289189845663006,3.282369082709136e-05,0.23981481481481481,0.9444444444444444
81,000081.jpg,1e-05,raw,1,4156,62676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,000081.jpg,3e-05,raw,1,4156,62676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,000081.jpg,0.0001,raw,1,4156,62676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,000081.jpg,0.0003,gate,1,4156,62676,0.20259865255052936,0.5789220404234842,0.0016843118383060634,0.0,0.0,0.0,-0.37632338787295483,0.2009143407122233
81,000081.jpg,0.001,gate,1,4156,62676,0.8272377285851781,0.762512030798845,0.005774783445620789,0.0,0.0007817984555491736,0.0,0.06472569778633308,0.8214629451395573
81,000081.jpg,0.003,gate,1,4156,62676,0.9660731472569779,0.8051010587102984,0.009384023099133783,0.0006382028208564682,0.0013242708532771716,0.0,0.16097208854667955,0.9566891241578441
81,000081.jpg,0.01,gate,1,4156,62676,0.9966313763233878,0.8582771896053898,0.025745909528392685,0.0022496649435190504,0.0054725891888442145,0.00043078690407811603,0.13835418671799804,0.9708854667949951
89,000089.jpg,1e-05,raw,5,1238,88686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,000089.jpg,3e-05,raw,5,1238,88686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,000089.jpg,0.0001,raw,5,1238,88686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,000089.jpg,0.0003,gate,5,1238,88686,0.5395799676898223,0.39095315024232635,0.0008077544426494346,9.020589495523532e-05,0.000135308842432853,0.0,0.14862681744749595,0.5387722132471728
