method,subset,rank,pfa_target,pd_mean,pfa_mean,threshold_mean,clutter_attenuation_db,target_loss_db,target_retention_ratio,residual_target_to_clutter_ratio,score_mean,item_count,target_pixel_count,bg_pixel_count
low_rank_residual,simMed,1,1e-05,0.046511627906976744,1.526880735345762e-05,8251.133521405529,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,1,3e-05,0.11627906976744186,3.053761470691524e-05,5910.141685497246,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,1,0.0001,0.18604651162790697,0.00010688165147420336,4003.014377201115,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,1,0.0003,0.32558139534883723,0.00030537614706915243,2534.403488357843,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,1,0.001,0.32558139534883723,0.001007741285328203,1780.584078351959,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,1,0.003,0.4883720930232558,0.0030079550486311513,1177.6908727462417,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,1,0.01,0.5813953488372093,0.010001068816514741,653.2508852372234,2.197127512609947,0.9251451170086279,0.8081379251964151,0.08189417655646815,34.23211685321978,1,43,65493
low_rank_residual,simMed,2,1e-05,0.046511627906976744,1.526880735345762e-05,8240.95541527345,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,2,3e-05,0.09302325581395349,3.053761470691524e-05,5904.90380653906,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,2,0.0001,0.18604651162790697,0.00010688165147420336,3980.422841136292,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,2,0.0003,0.32558139534883723,0.00030537614706915243,1882.0197625815604,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,2,0.001,0.5581395348837209,0.001007741285328203,948.5861146378589,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,2,0.003,0.5813953488372093,0.0030079550486311513,588.978652428945,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,2,0.01,0.7674418604651163,0.010001068816514741,313.82187791560216,4.06377243501766,1.9112130874097375,0.643989358900659,0.1003022593169403,22.272515186240717,1,43,65493
low_rank_residual,simMed,3,1e-05,0.046511627906976744,1.526880735345762e-05,8220.36667097366,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,3,3e-05,0.09302325581395349,3.053761470691524e-05,5905.610275567493,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,3,0.0001,0.18604651162790697,0.00010688165147420336,3971.4182864894683,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,3,0.0003,0.32558139534883723,0.00030537614706915243,1865.8897171564097,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,3,0.001,0.6976744186046512,0.001007741285328203,510.546608542724,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,3,0.003,0.7441860465116279,0.0030079550486311513,311.5265010773774,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,3,0.01,0.8604651162790697,0.010001068816514741,168.45361161088005,5.494378977268472,2.479741206168032,0.5649706401170135,0.1223259389487986,16.021700517091794,1,43,65493
low_rank_residual,simMed,5,1e-05,0.046511627906976744,1.526880735345762e-05,8143.263063957227,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,5,3e-05,0.09302325581395349,3.053761470691524e-05,5870.939176578246,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,5,0.0001,0.18604651162790697,0.00010688165147420336,3953.1533001003054,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,5,0.0003,0.32558139534883723,0.00030537614706915243,1838.9273792824267,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,5,0.001,0.7441860465116279,0.001007741285328203,363.18470159348675,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,5,0.003,0.8604651162790697,0.0030079550486311513,161.71681086626236,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,5,0.01,0.9767441860465116,0.010001068816514741,80.47429049792636,7.22613762068999,3.714524677454696,0.4251552362492702,0.1371563992816932,10.753076739369304,1,43,65493
low_rank_residual,simMed,8,1e-05,0.046511627906976744,1.526880735345762e-05,7391.623815620507,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,8,3e-05,0.11627906976744186,3.053761470691524e-05,4660.057433140244,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,8,0.0001,0.20930232558139536,0.00010688165147420336,2738.6410721376014,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,8,0.0003,0.4418604651162791,0.00030537614706915243,1110.6647867521926,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,8,0.001,0.6976744186046512,0.001007741285328203,273.4460224107593,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,8,0.003,0.9767441860465116,0.0030079550486311513,78.57735097829301,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,8,0.01,1.0,0.010001068816514741,45.27556176628296,8.436671749760873,5.939136668741563,0.25473365856880337,0.10859461476017146,8.137281351459102,1,43,65493
low_rank_residual,simMed,10,1e-05,0.09302325581395349,1.526880735345762e-05,4106.562176947363,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,10,3e-05,0.11627906976744186,3.053761470691524e-05,3708.2712061232714,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,10,0.0001,0.23255813953488372,0.00010688165147420336,2125.7455466323895,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,10,0.0003,0.5116279069767442,0.00030537614706915243,925.0622172062142,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,10,0.001,0.7441860465116279,0.001007741285328203,221.59625538898175,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,10,0.003,0.9534883720930233,0.0030079550486311513,69.13737594185555,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,10,0.01,0.9767441860465116,0.010001068816514741,37.83356498418349,9.009307307198888,7.471459898495269,0.17900040357807595,0.08706418154712216,7.13207294713192,1,43,65493
low_rank_residual,simMed,15,1e-05,0.06976744186046512,1.526880735345762e-05,2996.8888674880704,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,15,3e-05,0.18604651162790697,3.053761470691524e-05,2210.8087596168566,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,15,0.0001,0.23255813953488372,0.00010688165147420336,1640.6512765117818,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,15,0.0003,0.5116279069767442,0.00030537614706915243,756.8536418543414,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,15,0.001,0.7441860465116279,0.001007741285328203,214.65453096152555,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,15,0.003,0.9767441860465116,0.0030079550486311513,48.88130508683599,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,15,0.01,0.9767441860465116,0.010001068816514741,22.867065935402376,10.17746739443716,10.236167794207978,0.09470724876287921,0.06028159584028671,5.450040979293172,1,43,65493
low_rank_residual,simMed,20,1e-05,0.13953488372093023,1.526880735345762e-05,1438.8292450966103,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,20,3e-05,0.20930232558139536,3.053761470691524e-05,1150.4511124470991,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,20,0.0001,0.3023255813953488,0.00010688165147420336,964.2683688397872,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,20,0.0003,0.4418604651162791,0.00030537614706915243,427.5040924563759,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,20,0.001,0.7674418604651163,0.001007741285328203,132.16712110978702,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,20,0.003,0.9534883720930233,0.0030079550486311513,35.78077130032249,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,20,0.01,0.9534883720930233,0.010001068816514741,19.47430355338587,11.26835218414895,13.905995519867488,0.04068182694210805,0.03328821036489368,4.239467290369253,1,43,65493
low_rank_residual,simMed,30,1e-05,0.13953488372093023,1.526880735345762e-05,802.846272662242,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simMed,30,3e-05,0.16279069767441862,3.053761470691524e-05,686.1564991900859,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simMed,30,0.0001,0.23255813953488372,0.00010688165147420336,394.85698953163865,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simMed,30,0.0003,0.46511627906976744,0.00030537614706915243,167.6233668881951,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simMed,30,0.001,0.7674418604651163,0.001007741285328203,70.78746984367343,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simMed,30,0.003,0.9534883720930233,0.0030079550486311513,25.740363614672184,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simMed,30,0.01,0.9534883720930233,0.010001068816514741,13.508083448682333,12.95069140341474,19.525238054130504,0.011155170037379755,0.013446217001206223,2.8779110511938004,1,43,65493
low_rank_residual,simNoiseOnly,1,1e-05,0.06976744186046512,1.526880735345762e-05,6005.741754841515,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,1,3e-05,0.13953488372093023,3.053761470691524e-05,4431.499559958235,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,1,0.0001,0.18604651162790697,0.00010688165147420336,2690.235756660743,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,1,0.0003,0.37209302325581395,0.00030537614706915243,1662.7625293687563,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,1,0.001,0.7674418604651163,0.001007741285328203,422.02090125155473,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,1,0.003,0.8372093023255814,0.0030079550486311513,228.90352551032456,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,1,0.01,0.8837209302325582,0.010001068816514741,191.54359416495137,0.062012672875241884,0.9251451170086279,0.8081379251964151,0.03159676559360418,88.72462003030927,1,43,65493
low_rank_residual,simNoiseOnly,2,1e-05,0.11627906976744186,1.526880735345762e-05,4525.824757493475,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,2,3e-05,0.11627906976744186,3.053761470691524e-05,3720.9396189320605,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,2,0.0001,0.23255813953488372,0.00010688165147420336,2431.87346071157,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,2,0.0003,0.46511627906976744,0.00030537614706915243,1087.9368553179156,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,2,0.001,0.7674418604651163,0.001007741285328203,332.8380995874383,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,2,0.003,0.8372093023255814,0.0030079550486311513,224.18575233355432,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,2,0.01,0.8837209302325582,0.010001068816514741,189.84138815220524,0.12240741926522214,1.9112130874097375,0.643989358900659,0.02553143974900723,87.49931910666137,1,43,65493
low_rank_residual,simNoiseOnly,3,1e-05,0.11627906976744186,1.526880735345762e-05,3922.0540250518907,0.17627513813171658,2.479741206168032,0.5649706401170135,0.022678235762578623,86.420724249802,1,43,65493
low_rank_residual,simNoiseOnly,3,3e-05,0.11627906976744186,3.053761470691524e-05,3408.279329744822,0.17627513813171658,2.479741206168032,0.5649706401170135,0.022678235762578623,86.420724249802,1,43,65493
low_rank_residual,simNoiseOnly,3,0.0001,0.2558139534883721,0.00010688165147420336,2130.1036384889576,0.17627513813171658,2.479741206168032,0.5649706401170135,0.022678235762578623,86.420724249802,1,43,65493
low_rank_residual,simNoiseOnly,3,0.0003,0.46511627906976744,0.00030537614706915243,1036.059476733117,0.17627513813171658,2.479741206168032,0.5649706401170135,0.022678235762578623,86.420724249802,1,43,65493
low_rank_residual,simNoiseOnly,3,0.001,0.7674418604651163,0.001007741285328203,331.3433708862451,0.17627513813171658,2.479741206168032,0.5649706401170135,0.022678235762578623,86.420724249802,1,43,65493
low_rank_residual,simNoiseOnly,3,0.003,0.8372093023255814,0.0030079550486311513,220.91791627840908,0.17627513813171658,2.479741206168032,0.5649706401170135,0.022678235762578623,86.420724249802,1,43,65493
