pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,subset,image_index,path,item_id,method,residual_threshold,gate_threshold
0.001,63.72636361140509,0.813953488372093,0.0009924724779747454,43,65493,65,65,100,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,low_rank_residual_k30,,
0.003,28.299288460648086,0.8837209302325582,0.0029926862412776936,43,65493,196,196,234,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,low_rank_residual_k30,,
0.01,17.425580902712117,0.9069767441860465,0.009985800009161284,43,65493,654,654,693,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,low_rank_residual_k30,,
1e-05,12314.230083430682,0.023255813953488372,0.0,43,65493,0,0,1,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
3e-05,6158.499412373771,0.09302325581395349,1.526880735345762e-05,43,65493,1,1,5,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
0.0001,2955.744663740157,0.27906976744186046,9.161284412074573e-05,43,65493,6,6,18,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
0.0003,1385.4744244211824,0.46511627906976744,0.0002901073397156948,43,65493,19,19,39,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
0.001,218.4464161628477,0.7906976744186046,0.0009924724779747454,43,65493,65,65,99,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
0.003,35.97059012975033,0.9767441860465116,0.0029926862412776936,43,65493,196,196,238,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
0.01,18.065559565670792,0.9767441860465116,0.009985800009161284,43,65493,654,654,696,conservative_topk_strict_gt,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_trainable_gate,,
1e-05,,0.16279069767441862,0.0,43,65493,0,0,7,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,781.7250664502179,12314.230083430682
3e-05,,0.16279069767441862,1.526880735345762e-05,43,65493,1,1,8,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,752.3170099605082,12314.230083430682
0.0001,,0.18604651162790697,9.161284412074573e-05,43,65493,6,6,14,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,454.42974555474404,12314.230083430682
0.0003,,0.4883720930232558,0.0002901073397156948,43,65493,19,19,40,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,161.8831039767721,12314.230083430682
0.001,,0.8372093023255814,0.0009924724779747454,43,65493,65,65,101,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,63.72636361140509,12314.230083430682
0.003,,0.9069767441860465,0.0029926862412776936,43,65493,196,196,235,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,28.299288460648086,12314.230083430682
0.01,,0.9302325581395349,0.009985800009161284,43,65493,654,654,694,residual_cfar_plus_zero_false_gate_union,simWind,0,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat,C:\Users\刘子轩\Desktop\第三批3\data\downloads\aistap_sim\sampledata\sampledata\simWind\simWind_sample.mat#0,tpsscs_finished_detector,17.425580902712117,12314.230083430682
