pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,dataset,file,window_index,item_id,method,primary_target_bin_1indexed,guard_bins_1indexed,residual_threshold,gate_threshold
0.0003,53983.88333763627,0.0,0.00029296875,1024,10240,3,3,4,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,low_rank_residual_k30,9,"8,9,10,11",,
0.001,41506.189018258105,0.0,0.0009765625,1024,10240,10,10,12,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,low_rank_residual_k30,9,"8,9,10,11",,
0.003,25342.5063811232,0.0029296875,0.0029296875,1024,10240,30,30,39,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,low_rank_residual_k30,9,"8,9,10,11",,
0.01,11421.74530809272,0.021484375,0.0099609375,1024,10240,102,102,164,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,204751793.19929382,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,204751793.19929382,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,113558318.51058069,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,111740108.9397195,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,80524990.88261627,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,44736454.72984388,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,12399588.720483014,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,0,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",89559.8873088526,204751793.19929382
3e-05,,0.0,0.0,1024,10240,0,0,0,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",89559.8873088526,204751793.19929382
0.0001,,0.0,9.765625e-05,1024,10240,1,1,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",86472.2239214739,204751793.19929382
0.0003,,0.0,0.00029296875,1024,10240,3,3,4,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",53983.88333763626,204751793.19929382
0.001,,0.0,0.0009765625,1024,10240,10,10,12,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",41506.189018258185,204751793.19929382
0.003,,0.0029296875,0.0029296875,1024,10240,30,30,39,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",25342.506381123356,204751793.19929382
0.01,,0.021484375,0.0099609375,1024,10240,102,102,164,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,56,19931107_135603_starea.cdf#56,tpsscs_finished_detector,9,"8,9,10,11",11421.745308092753,204751793.19929382
1e-05,403365524.23045087,0.0,0.0,1024,10240,0,0,9,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
3e-05,403365524.23045087,0.0,0.0,1024,10240,0,0,9,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
0.0001,378837158.1793628,0.0,9.765625e-05,1024,10240,1,1,12,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
0.0003,322487022.44854337,0.0,0.00029296875,1024,10240,3,3,15,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
0.001,242192150.10034493,0.0,0.0009765625,1024,10240,10,10,28,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
0.003,163367923.26504353,0.0,0.0029296875,1024,10240,30,30,63,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
0.01,55132689.16743746,0.0,0.0099609375,1024,10240,102,102,212,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,raw,9,"8,9,10,11",,
1e-05,14307.41900331544,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,14307.41900331544,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,12570.901132649135,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,10283.397263262028,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
0.001,8168.653865861372,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
0.003,5903.163722921881,0.005859375,0.0029296875,1024,10240,30,30,37,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
0.01,3754.5449779061264,0.0205078125,0.0099609375,1024,10240,102,102,128,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,377768194.63439107,0.0,0.0,1024,10240,0,0,2,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,377768194.63439107,0.0,0.0,1024,10240,0,0,2,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,322418594.9654106,0.0,9.765625e-05,1024,10240,1,1,6,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,247466673.89450008,0.0,0.00029296875,1024,10240,3,3,9,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,207690442.32016805,0.0,0.0009765625,1024,10240,10,10,20,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,89971303.64509772,0.0,0.0029296875,1024,10240,30,30,52,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,26029730.993691325,0.0,0.0099609375,1024,10240,102,102,153,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,2,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",14307.419003315494,377768194.63439107
3e-05,,0.0,0.0,1024,10240,0,0,2,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",14307.419003315494,377768194.63439107
0.0001,,0.0,9.765625e-05,1024,10240,1,1,3,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",12570.901132649115,377768194.63439107
0.0003,,0.0,0.00029296875,1024,10240,3,3,5,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",10283.397263261973,377768194.63439107
0.001,,0.0,0.0009765625,1024,10240,10,10,12,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",8168.6538658612935,377768194.63439107
0.003,,0.005859375,0.0029296875,1024,10240,30,30,39,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",5903.163722921858,377768194.63439107
0.01,,0.0205078125,0.0099609375,1024,10240,102,102,130,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,57,19931107_135603_starea.cdf#57,tpsscs_finished_detector,9,"8,9,10,11",3754.5449779061973,377768194.63439107
1e-05,570848741.1255691,0.0078125,0.0,1024,10240,0,0,12,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
3e-05,570848741.1255691,0.0078125,0.0,1024,10240,0,0,12,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
0.0001,504637770.04553366,0.0087890625,9.765625e-05,1024,10240,1,1,16,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
0.0003,273986048.6645399,0.0185546875,0.00029296875,1024,10240,3,3,49,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
0.001,192007095.92198548,0.02734375,0.0009765625,1024,10240,10,10,91,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
0.003,77301633.45887186,0.064453125,0.0029296875,1024,10240,30,30,241,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
0.01,25150116.234892238,0.1552734375,0.0099609375,1024,10240,102,102,621,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,raw,9,"8,9,10,11",,
1e-05,13727.399241428555,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,13727.399241428555,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,13605.850367155068,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,11871.437528247032,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
0.001,8985.358242561415,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
0.003,6000.858949643115,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
0.01,4346.846352028468,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,568955916.0882312,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,568955916.0882312,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,501061826.0580178,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,270392147.34506065,0.0,0.00029296875,1024,10240,3,3,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,186550719.69348547,0.0,0.0009765625,1024,10240,10,10,24,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,75037669.1052156,0.0,0.0029296875,1024,10240,30,30,64,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,21343416.903071456,0.0,0.0099609375,1024,10240,102,102,188,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,0,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",13727.399241428604,568955916.0882312
3e-05,,0.0,0.0,1024,10240,0,0,0,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",13727.399241428604,568955916.0882312
0.0001,,0.0,9.765625e-05,1024,10240,1,1,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",13605.850367155539,568955916.0882312
0.0003,,0.0,0.00029296875,1024,10240,3,3,3,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",11871.437528245657,568955916.0882312
0.001,,0.0,0.0009765625,1024,10240,10,10,10,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",8985.35824256165,568955916.0882312
0.003,,0.0,0.0029296875,1024,10240,30,30,30,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",6000.858949643245,568955916.0882312
0.01,,0.0,0.0099609375,1024,10240,102,102,102,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,58,19931107_135603_starea.cdf#58,tpsscs_finished_detector,9,"8,9,10,11",4346.846352028565,568955916.0882312
1e-05,187492638.47442782,0.04296875,0.0,1024,10240,0,0,124,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
3e-05,187492638.47442782,0.04296875,0.0,1024,10240,0,0,124,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
0.0001,161218437.88169554,0.0478515625,9.765625e-05,1024,10240,1,1,138,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
0.0003,118967473.99478815,0.0556640625,0.00029296875,1024,10240,3,3,181,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
0.001,73714300.11158025,0.0771484375,0.0009765625,1024,10240,10,10,274,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
0.003,38773378.73658879,0.109375,0.0029296875,1024,10240,30,30,421,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
0.01,20005630.799903076,0.1494140625,0.0099609375,1024,10240,102,102,663,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,raw,9,"8,9,10,11",,
1e-05,13370.193914290932,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,13370.193914290932,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,11412.671468152465,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,7817.492744736121,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
0.001,6452.465701649471,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
0.003,4499.2409865083555,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
0.01,3317.7188713915434,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,187492638.47442782,0.0,0.0,1024,10240,0,0,25,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
3e-05,187492638.47442782,0.0,0.0,1024,10240,0,0,25,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0001,161218284.13224372,0.0,9.765625e-05,1024,10240,1,1,32,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
0.0003,118967473.99478818,0.0,0.00029296875,1024,10240,3,3,46,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
0.001,53895971.80778162,0.0,0.0009765625,1024,10240,10,10,96,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
0.003,30538451.464969594,0.0,0.0029296875,1024,10240,30,30,157,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
0.01,10015480.262676068,0.0,0.0099609375,1024,10240,102,102,364,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_trainable_gate,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,25,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",13370.193914290665,187492638.47442782
3e-05,,0.0,0.0,1024,10240,0,0,25,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",13370.193914290665,187492638.47442782
0.0001,,0.0,9.765625e-05,1024,10240,1,1,26,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",11412.671468152266,187492638.47442782
0.0003,,0.0,0.00029296875,1024,10240,3,3,28,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",7817.492744736297,187492638.47442782
0.001,,0.0,0.0009765625,1024,10240,10,10,35,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",6452.46570164968,187492638.47442782
0.003,,0.0,0.0029296875,1024,10240,30,30,55,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",4499.240986508363,187492638.47442782
0.01,,0.0,0.0099609375,1024,10240,102,102,127,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,59,19931107_135603_starea.cdf#59,tpsscs_finished_detector,9,"8,9,10,11",3317.7188713915043,187492638.47442782
1e-05,331989180.8945435,0.0224609375,0.0,1024,10240,0,0,59,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
3e-05,331989180.8945435,0.0224609375,0.0,1024,10240,0,0,59,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
0.0001,317704637.0068254,0.0234375,9.765625e-05,1024,10240,1,1,64,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
0.0003,282614174.81866777,0.0283203125,0.00029296875,1024,10240,3,3,76,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
0.001,136538928.17399696,0.0537109375,0.0009765625,1024,10240,10,10,163,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
0.003,68986295.93353549,0.078125,0.0029296875,1024,10240,30,30,308,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
0.01,27663099.020237826,0.13671875,0.0099609375,1024,10240,102,102,578,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,raw,9,"8,9,10,11",,
1e-05,22720.811416404093,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
3e-05,22720.811416404093,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
0.0001,19958.6396554437,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
0.0003,18707.882918764662,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
0.001,14555.614844767362,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
0.003,10479.791707773584,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
0.01,6075.128325949845,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,low_rank_residual_k30,9,"8,9,10,11",,
1e-05,37433395.402133,0.0,0.0,1024,10240,0,0,166,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,60,19931107_135603_starea.cdf#60,tpsscs_trainable_gate,9,"8,9,10,11",,
