pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,dataset,file,window_index,item_id,method,beta,primary_target_bin_1indexed,guard_bins_1indexed,residual_threshold,gate_threshold
0.003,,0.0,0.0029296875,1024,10240,30,30,43,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,tpsscs_finished_detector,,9,"8,9,10,11",27089.41287122604,880259732.8880352
0.01,,0.0009765625,0.0099609375,1024,10240,102,102,153,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,tpsscs_finished_detector,,9,"8,9,10,11",13625.699542044684,880259732.8880352
1e-05,12.872216249588286,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
3e-05,12.872216249588286,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0001,12.82331982282629,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0003,12.750262375835472,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.001,12.490956132592618,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.003,12.112848219606674,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.01,11.628857022987358,0.0,0.0099609375,1024,10240,102,102,107,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,8,19931107_135603_starea.cdf#8,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
1e-05,509751501.63109696,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
3e-05,509751501.63109696,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
0.0001,495228146.3238954,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
0.0003,406987725.13969177,0.0,0.00029296875,1024,10240,3,3,4,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
0.001,324632345.2716806,0.0,0.0009765625,1024,10240,10,10,12,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
0.003,211205802.91239566,0.0,0.0029296875,1024,10240,30,30,34,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
0.01,88276513.34293294,0.005859375,0.0099609375,1024,10240,102,102,130,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,raw,,9,"8,9,10,11",,
1e-05,28161.739554127613,0.0009765625,0.0,1024,10240,0,0,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
3e-05,28161.739554127613,0.0009765625,0.0,1024,10240,0,0,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
0.0001,24664.184206222275,0.0009765625,9.765625e-05,1024,10240,1,1,4,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
0.0003,23304.744119749164,0.0009765625,0.00029296875,1024,10240,3,3,6,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
0.001,18843.526094055916,0.001953125,0.0009765625,1024,10240,10,10,16,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
0.003,14179.311068833136,0.0048828125,0.0029296875,1024,10240,30,30,44,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
0.01,8586.455733553674,0.009765625,0.0099609375,1024,10240,102,102,138,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,low_rank_residual_k30,,9,"8,9,10,11",,
1e-05,,0.0009765625,0.0,1024,10240,0,0,3,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",28161.739554127482,509452150.0612694
3e-05,,0.0009765625,0.0,1024,10240,0,0,3,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",28161.739554127482,509452150.0612694
0.0001,,0.0009765625,9.765625e-05,1024,10240,1,1,4,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",24664.184206222115,509452150.0612694
0.0003,,0.0009765625,0.00029296875,1024,10240,3,3,6,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",23304.744119749128,509452150.0612694
0.001,,0.001953125,0.0009765625,1024,10240,10,10,16,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",18843.52609405591,509452150.0612694
0.003,,0.0048828125,0.0029296875,1024,10240,30,30,44,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",14179.31106883314,509452150.0612694
0.01,,0.009765625,0.0099609375,1024,10240,102,102,138,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,tpsscs_finished_detector,,9,"8,9,10,11",8586.455733553834,509452150.0612694
1e-05,13.425820347920212,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
3e-05,13.425820347920212,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0001,13.336683843406178,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0003,13.18418270749332,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.001,12.970754991635921,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.003,12.544115635087927,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.01,12.031427758578275,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,9,19931107_135603_starea.cdf#9,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
1e-05,374868212.0848848,0.005859375,0.0,1024,10240,0,0,11,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
3e-05,374868212.0848848,0.005859375,0.0,1024,10240,0,0,11,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
0.0001,308382526.554288,0.0068359375,9.765625e-05,1024,10240,1,1,16,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
0.0003,273003287.5494448,0.009765625,0.00029296875,1024,10240,3,3,22,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
0.001,155946517.88129982,0.0224609375,0.0009765625,1024,10240,10,10,68,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
0.003,100882032.88952488,0.0400390625,0.0029296875,1024,10240,30,30,145,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
0.01,39311918.80827533,0.0947265625,0.0099609375,1024,10240,102,102,392,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,raw,,9,"8,9,10,11",,
1e-05,45823.04847951481,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
3e-05,45823.04847951481,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
0.0001,43171.61396666872,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
0.0003,36816.40803100967,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
0.001,24824.01296408066,0.0,0.0009765625,1024,10240,10,10,15,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
0.003,18597.892279426174,0.0,0.0029296875,1024,10240,30,30,40,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
0.01,11972.861620153784,0.0,0.0099609375,1024,10240,102,102,122,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,low_rank_residual_k30,,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",45823.048479514786,373509808.3350755
3e-05,,0.0,0.0,1024,10240,0,0,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",45823.048479514786,373509808.3350755
0.0001,,0.0,9.765625e-05,1024,10240,1,1,2,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",43171.613966668614,373509808.3350755
0.0003,,0.0,0.00029296875,1024,10240,3,3,4,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",36816.408031009734,373509808.3350755
0.001,,0.0,0.0009765625,1024,10240,10,10,15,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",24824.012964080746,373509808.3350755
0.003,,0.0,0.0029296875,1024,10240,30,30,40,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",18597.89227942633,373509808.3350755
0.01,,0.0,0.0099609375,1024,10240,102,102,122,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,tpsscs_finished_detector,,9,"8,9,10,11",11972.861620153795,373509808.3350755
1e-05,15.254849552442632,0.7666015625,0.0,1024,10240,0,0,2352,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
3e-05,15.254849552442632,0.7666015625,0.0,1024,10240,0,0,2352,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0001,14.774622322467497,0.896484375,9.765625e-05,1024,10240,1,1,2726,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0003,14.092502996136826,0.978515625,0.00029296875,1024,10240,3,3,2984,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.001,13.346068231476824,0.9990234375,0.0009765625,1024,10240,10,10,3063,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.003,11.742938075055854,1.0,0.0029296875,1024,10240,30,30,3104,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.01,9.440854008992417,1.0,0.0099609375,1024,10240,102,102,3200,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,10,19931107_135603_starea.cdf#10,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
1e-05,254962609.37245443,0.01953125,0.0,1024,10240,0,0,74,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
3e-05,254962609.37245443,0.01953125,0.0,1024,10240,0,0,74,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
0.0001,191308585.6819303,0.0244140625,9.765625e-05,1024,10240,1,1,105,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
0.0003,123735402.47064456,0.05078125,0.00029296875,1024,10240,3,3,179,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
0.001,78818754.09412219,0.0751953125,0.0009765625,1024,10240,10,10,292,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
0.003,57564146.44734748,0.0869140625,0.0029296875,1024,10240,30,30,383,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
0.01,28681302.012551695,0.1328125,0.0099609375,1024,10240,102,102,654,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,raw,,9,"8,9,10,11",,
1e-05,589005.4475763827,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
3e-05,589005.4475763827,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
0.0001,341168.655998884,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
0.0003,215609.6099893162,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
0.001,140194.83412887296,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
0.003,107602.18196913833,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
0.01,53475.71925287492,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,low_rank_residual_k30,,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",589005.4475763829,254959691.80840585
3e-05,,0.0,0.0,1024,10240,0,0,1,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",589005.4475763829,254959691.80840585
0.0001,,0.0,9.765625e-05,1024,10240,1,1,2,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",341168.65599888365,254959691.80840585
0.0003,,0.0,0.00029296875,1024,10240,3,3,4,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",215609.60998931635,254959691.80840585
0.001,,0.0,0.0009765625,1024,10240,10,10,11,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",140194.83412887313,254959691.80840585
0.003,,0.0,0.0029296875,1024,10240,30,30,31,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",107602.1819691386,254959691.80840585
0.01,,0.0,0.0099609375,1024,10240,102,102,103,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,tpsscs_finished_detector,,9,"8,9,10,11",53475.719252875,254959691.80840585
1e-05,11.032081009741956,0.982421875,0.0,1024,10240,0,0,4034,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
3e-05,11.032081009741956,0.982421875,0.0,1024,10240,0,0,4034,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0001,10.958333218887882,0.986328125,9.765625e-05,1024,10240,1,1,4043,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.0003,10.587082992006462,0.9970703125,0.00029296875,1024,10240,3,3,4082,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.001,9.663278384753843,1.0,0.0009765625,1024,10240,10,10,4105,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.003,8.609465193586313,1.0,0.0029296875,1024,10240,30,30,4125,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
0.01,7.03049360867478,1.0,0.0099609375,1024,10240,102,102,4198,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,11,19931107_135603_starea.cdf#11,ipix_validated_residual_fusion,1.5,9,"8,9,10,11",,
1e-05,365986660.5336085,0.017578125,0.0,1024,10240,0,0,57,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
3e-05,365986660.5336085,0.017578125,0.0,1024,10240,0,0,57,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
0.0001,204753530.52686888,0.0234375,9.765625e-05,1024,10240,1,1,101,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
0.0003,140238727.25090373,0.037109375,0.00029296875,1024,10240,3,3,160,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
0.001,79984248.2977951,0.0673828125,0.0009765625,1024,10240,10,10,282,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
0.003,57256140.49933726,0.0859375,0.0029296875,1024,10240,30,30,363,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
0.01,26849141.44604882,0.1337890625,0.0099609375,1024,10240,102,102,594,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,raw,,9,"8,9,10,11",,
1e-05,36857.8104535553,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
3e-05,36857.8104535553,0.0,0.0,1024,10240,0,0,0,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
0.0001,35965.86406122048,0.0,9.765625e-05,1024,10240,1,1,1,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
0.0003,33678.91853327325,0.0,0.00029296875,1024,10240,3,3,3,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
0.001,21784.115302107322,0.0,0.0009765625,1024,10240,10,10,10,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
0.003,14857.76257237295,0.0,0.0029296875,1024,10240,30,30,30,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
0.01,7925.365634652777,0.0,0.0099609375,1024,10240,102,102,102,conservative_topk_strict_gt,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,low_rank_residual_k30,,9,"8,9,10,11",,
1e-05,,0.0,0.0,1024,10240,0,0,31,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",36857.81045355536,263833560.61832348
3e-05,,0.0,0.0,1024,10240,0,0,31,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",36857.81045355536,263833560.61832348
0.0001,,0.0,9.765625e-05,1024,10240,1,1,32,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",35965.864061219974,263833560.61832348
0.0003,,0.0,0.00029296875,1024,10240,3,3,34,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",33678.91853327312,263833560.61832348
0.001,,0.0,0.0009765625,1024,10240,10,10,41,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",21784.11530210773,263833560.61832348
0.003,,0.0,0.0029296875,1024,10240,30,30,61,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",14857.76257237413,263833560.61832348
0.01,,0.0,0.0099609375,1024,10240,102,102,133,residual_cfar_plus_zero_false_gate_union,IPIX_Dartmouth,19931107_135603_starea.cdf,12,19931107_135603_starea.cdf#12,tpsscs_finished_detector,,9,"8,9,10,11",7925.36563465266,263833560.61832348
