triplet,prev_time,cur_time,truth_time,flow_mae,persist_mae,flow_rmse,persist_rmse,flow_csi10,persist_csi10,flow_csi20,persist_csi20,flow_csi30,persist_csi30
2019/06/26/KVWX/KVWX20190626_000255_V06 + 2019/06/26/KVWX/KVWX20190626_001235_V06 -> 2019/06/26/KVWX/KVWX20190626_002215_V06,2019-06-26 00:02:55.203000,2019-06-26 00:12:35.353000,2019-06-26 00:22:15.648000,6.164319038391113,6.330870151519775,8.143062591552734,8.43049144744873,0.04012412499097929,0.0514245597613058,0.0035885167464114833,0.015873015873015872,0.0,0.0
2019/06/26/KVWX/KVWX20190626_001235_V06 + 2019/06/26/KVWX/KVWX20190626_002215_V06 -> 2019/06/26/KVWX/KVWX20190626_003155_V06,2019-06-26 00:12:35.353000,2019-06-26 00:22:15.648000,2019-06-26 00:31:55.991000,6.119968891143799,6.376325607299805,8.066841125488281,8.493841171264648,0.03717277486910995,0.04770349352722114,0.004827586206896552,0.006878761822871883,0.0,0.0
2019/06/26/KVWX/KVWX20190626_002215_V06 + 2019/06/26/KVWX/KVWX20190626_003155_V06 -> 2019/06/26/KVWX/KVWX20190626_004135_V06,2019-06-26 00:22:15.648000,2019-06-26 00:31:55.991000,2019-06-26 00:41:35.389000,6.030305862426758,6.289777755737305,7.977235794067383,8.418269157409668,0.044098473809341204,0.055128593040847204,0.00962962962962963,0.015609756097560976,0.0,0.0
2019/06/26/KVWX/KVWX20190626_003155_V06 + 2019/06/26/KVWX/KVWX20190626_004135_V06 -> 2019/06/26/KVWX/KVWX20190626_005114_V06,2019-06-26 00:31:55.991000,2019-06-26 00:41:35.389000,2019-06-26 00:51:14.950000,6.0842719078063965,6.34155797958374,8.059057235717773,8.470243453979492,0.04656621488604528,0.06440287769784173,0.004022526146419952,0.02541988197911938,0.0,0.01293103448275862
2019/06/26/KVWX/KVWX20190626_004135_V06 + 2019/06/26/KVWX/KVWX20190626_005114_V06 -> 2019/06/26/KVWX/KVWX20190626_010054_V06,2019-06-26 00:41:35.389000,2019-06-26 00:51:14.950000,2019-06-26 01:00:54.446000,6.056722164154053,6.297052383422852,8.02276611328125,8.462133407592773,0.05119481571486432,0.06489928365885018,0.002544529262086514,0.033466533466533464,0.0,0.0
2019/06/26/KVWX/KVWX20190626_005114_V06 + 2019/06/26/KVWX/KVWX20190626_010054_V06 -> 2019/06/26/KVWX/KVWX20190626_011034_V06,2019-06-26 00:51:14.950000,2019-06-26 01:00:54.446000,2019-06-26 01:10:34.791000,5.987833499908447,6.260258674621582,7.970279216766357,8.420248031616211,0.04432855280312908,0.06517665952890793,0.0026666666666666666,0.06385281385281386,0.0,0.14130434782608695
