label_budget,asset,pfa_target,compact_pd,low_label_hgb_pd,delta_compact_minus_low_label_hgb,compact_empirical_pfa,low_label_hgb_empirical_pfa,n_items,n_pair_observations,n_seeds,compact_item_win_fraction,compact_pfa_calibrated,low_label_hgb_pfa_calibrated,compact_beats_low_label_hgb,pfa
128,simWind_test.mat,1e-05,0.18451921564993898,0.3074757487170641,-0.12295653306712513,0.0,0.0,105,315,3,0.20952380952380953,True,True,False,1e-05
128,simWind_test.mat,3e-05,0.23871466421913762,0.40719289060219543,-0.16847822638305784,1.526753812803079e-05,1.526753812803079e-05,105,315,3,0.13968253968253969,True,True,False,3e-05
128,simWind_test.mat,0.0001,0.3732452108276595,0.5981263512479755,-0.224881140420316,9.160522876818475e-05,9.155676894259166e-05,105,315,3,0.03492063492063492,True,True,False,0.0001
128,simWind_test.mat,0.0003,0.5368152651851739,0.7317571282954969,-0.19494186311032294,0.0002900832244325381,0.0002898893681000575,105,315,3,0.04126984126984127,True,True,False,0.0003
128,simWind_test.mat,0.001,0.709979513423963,0.8346676810783613,-0.1246881676543983,0.0009923899783219553,0.0009923415155373009,105,315,3,0.0761904761904762,True,True,False,0.001
128,simWind_test.mat,0.003,0.812213539733551,0.8908400002311457,-0.07862646049759466,0.0029924374730939812,0.002992437473094035,105,315,3,0.10158730158730159,True,True,False,0.003
128,simWind_test.mat,0.01,0.8663473290962685,0.9231179837931619,-0.0567706546968935,0.009992820396478945,0.009992287222210504,105,315,3,0.10793650793650794,True,True,False,0.01
128,simMed_test.mat,0.01,0.8692331860864191,0.9253641707862844,-0.05613098469986522,0.009992820396478945,0.009992432641636954,105,315,3,0.1619047619047619,True,True,False,0.01
128,combined,0.003,0.813040071150322,0.8825164905492252,-0.06947641939890317,0.0029924374730939812,0.002992437473094035,210,630,3,0.15714285714285714,True,True,False,0.003
128,combined,3e-05,0.2358216637678027,0.3598739528729665,-0.12405228910516382,1.526753812803079e-05,1.5122142740383129e-05,210,630,3,0.19047619047619047,True,True,False,3e-05
128,combined,0.001,0.7028664531528073,0.817516171231905,-0.11464971807909763,0.0009923899783219553,0.000992293037949877,210,630,3,0.1126984126984127,True,True,False,0.001
256,combined,0.0001,0.3681866997918742,0.5967963130197966,-0.22860961322792245,9.160522876818475e-05,9.129014147219605e-05,210,630,3,0.03968253968253968,True,True,False,0.0001
256,combined,0.0003,0.5261399631103596,0.7349252463634033,-0.20878528325304369,0.0002900832244325381,0.00028996206561363497,210,630,3,0.06031746031746032,True,True,False,0.0003
256,combined,0.01,0.8677902575913438,0.9317666876035346,-0.0639764300121909,0.009992820396478945,0.009989476717963235,210,630,3,0.1,True,True,False,0.01
256,simMed_test.mat,0.0003,0.5154646610355453,0.7185193712254001,-0.20305471018985471,0.0002900832244325381,0.00029003473722145066,105,315,3,0.07301587301587302,True,True,False,0.0003
256,combined,1e-05,0.18453205303478548,0.2584782331331894,-0.07394618009840394,0.0,0.0,210,630,3,0.3349206349206349,True,True,False,1e-05
256,combined,3e-05,0.2358216637678027,0.3823482227473449,-0.14652655897954225,1.526753812803079e-05,1.4807095773982148e-05,210,630,3,0.1634920634920635,True,True,False,3e-05
256,combined,0.001,0.7028664531528073,0.834324885284441,-0.13145843213163366,0.0009923899783219553,0.0009921719076257996,210,630,3,0.05714285714285714,True,True,False,0.001
256,combined,0.003,0.813040071150322,0.8909841227971623,-0.07794405164684032,0.0029924374730939812,0.002992243610475411,210,630,3,0.10793650793650794,True,True,False,0.003
256,simWind_test.mat,0.01,0.8663473290962685,0.9269084612861771,-0.06056113218990858,0.009992820396478945,0.009988894907833503,105,315,3,0.09841269841269841,True,True,False,0.01
256,simWind_test.mat,0.003,0.812213539733551,0.8901361727486286,-0.07792263301507756,0.0029924374730939812,0.002992195159157701,105,315,3,0.09841269841269841,True,True,False,0.003
256,simWind_test.mat,0.001,0.709979513423963,0.8441152829794576,-0.13413576955549447,0.0009923899783219553,0.0009920022960154705,105,315,3,0.05714285714285714,True,True,False,0.001
256,simWind_test.mat,0.0003,0.5368152651851739,0.7513311215014065,-0.21451585631623257,0.0002900832244325381,0.0002898893940058192,105,315,3,0.047619047619047616,True,True,False,0.0003
256,simMed_test.mat,0.001,0.6957533928816516,0.8245344875894245,-0.12878109470777285,0.0009923899783219553,0.0009923415192361288,105,315,3,0.05714285714285714,True,True,False,0.001
256,simMed_test.mat,0.003,0.8138666025670928,0.8918320728456959,-0.07796547027860308,0.0029924374730939812,0.0029922920617931207,105,315,3,0.11746031746031746,True,True,False,0.003
256,simMed_test.mat,0.01,0.8692331860864191,0.9366249139208924,-0.0673917278344732,0.009992820396478945,0.009990058528092965,105,315,3,0.10158730158730159,True,True,False,0.01
256,simWind_test.mat,1e-05,0.18451921564993898,0.27641620741289624,-0.09189699176295725,0.0,0.0,105,315,3,0.2920634920634921,True,True,False,1e-05
256,simMed_test.mat,1e-05,0.184544890419632,0.24054025885348262,-0.055995368433850605,0.0,0.0,105,315,3,0.37777777777777777,True,True,False,1e-05
256,simMed_test.mat,3e-05,0.23292866331646772,0.3647078999929362,-0.13177923667646846,1.526753812803079e-05,1.4443571592491783e-05,105,315,3,0.1619047619047619,True,True,False,3e-05
256,simMed_test.mat,0.0001,0.3631281887560889,0.580329877006724,-0.21720168825063524,9.160522876818475e-05,9.107202267431642e-05,105,315,3,0.03492063492063492,True,True,False,0.0001
256,simWind_test.mat,0.0001,0.3732452108276595,0.6132627490328691,-0.2400175382052097,9.160522876818475e-05,9.150826027007568e-05,105,315,3,0.044444444444444446,True,True,False,0.0001
256,simWind_test.mat,3e-05,0.23871466421913762,0.39998854550175367,-0.16127388128261605,1.526753812803079e-05,1.5170619955472511e-05,105,315,3,0.16507936507936508,True,True,False,3e-05
512,simWind_test.mat,0.01,0.8663473290962685,0.9304262235251356,-0.06407889442886704,0.009992820396478945,0.009992820396478997,105,315,3,0.12063492063492064,True,True,False,0.01
512,simWind_test.mat,0.003,0.812213539733551,0.8901651796983717,-0.07795163996482075,0.0029924374730939812,0.002992389011049145,105,315,3,0.11428571428571428,True,True,False,0.003
512,simWind_test.mat,0.0001,0.3732452108276595,0.6470123167184011,-0.27376710589074166,9.160522876818475e-05,9.145986482404433e-05,105,315,3,0.022222222222222223,True,True,False,0.0001
512,simMed_test.mat,0.01,0.8692331860864191,0.9395320001601467,-0.07029881407372751,0.009992820396478945,0.009991996673374748,105,315,3,0.08571428571428572,True,True,False,0.01
512,simWind_test.mat,1e-05,0.18451921564993898,0.32212175469697524,-0.13760253904703626,0.0,0.0,105,315,3,0.2507936507936508,True,True,False,1e-05
512,simMed_test.mat,1e-05,0.184544890419632,0.2817105765343773,-0.0971656861147453,0.0,0.0,105,315,3,0.3238095238095238,True,True,False,1e-05
512,simMed_test.mat,3e-05,0.23292866331646772,0.39381817865523305,-0.16088951533876536,1.526753812803079e-05,1.5073638884038107e-05,105,315,3,0.15873015873015872,True,True,False,3e-05
512,simMed_test.mat,0.0001,0.3631281887560889,0.6051162773574194,-0.24198808860133048,9.160522876818475e-05,9.160522876818475e-05,105,315,3,0.044444444444444446,True,True,False,0.0001
512,simMed_test.mat,0.0003,0.5154646610355453,0.7343347419093668,-0.2188700808738214,0.0002900832244325381,0.00029003477200318024,105,315,3,0.06031746031746032,True,True,False,0.0003
512,simMed_test.mat,0.001,0.6957533928816516,0.8353283360129321,-0.13957494313128044,0.0009923899783219553,0.0009923899783220013,105,315,3,0.06984126984126984,True,True,False,0.001
512,simMed_test.mat,0.003,0.8138666025670928,0.898906209136652,-0.08503960656955908,0.0029924374730939812,0.002992340551223552,105,315,3,0.12063492063492064,True,True,False,0.003
512,simWind_test.mat,0.0003,0.5368152651851739,0.7585107651301034,-0.22169549994492954,0.0002900832244325381,0.00029008322443258505,105,315,3,0.031746031746031744,True,True,False,0.0003
512,simWind_test.mat,0.001,0.709979513423963,0.8417256126275303,-0.13174609920356728,0.0009923899783219553,0.0009923415229343923,105,315,3,0.05396825396825397,True,True,False,0.001
512,simWind_test.mat,3e-05,0.23871466421913762,0.4385527496645035,-0.19983808544536596,1.526753812803079e-05,1.5170628831417927e-05,105,315,3,0.13968253968253969,True,True,False,3e-05
512,combined,0.001,0.7028664531528073,0.8385269743202313,-0.13566052116742386,0.0009923899783219553,0.0009923657506281968,210,630,3,0.06190476190476191,True,True,False,0.001
512,combined,1e-05,0.18453205303478548,0.30191616561567625,-0.11738411258089079,0.0,0.0,210,630,3,0.2873015873015873,True,True,False,1e-05
512,combined,0.0003,0.5261399631103596,0.7464227535197351,-0.22028279040937548,0.0002900832244325381,0.00029005899821788264,210,630,3,0.046031746031746035,True,True,False,0.0003
512,combined,0.0001,0.3681866997918742,0.6260642970379102,-0.2578775972460361,9.160522876818475e-05,9.153254679611455e-05,210,630,3,0.03333333333333333,True,True,False,0.0001
512,combined,3e-05,0.2358216637678027,0.4161854641598683,-0.18036380039206565,1.526753812803079e-05,1.5122133857728018e-05,210,630,3,0.1492063492063492,True,True,False,3e-05
512,combined,0.01,0.8677902575913438,0.9349791118426412,-0.06718885425129727,0.009992820396478945,0.009992408534926871,210,630,3,0.10317460317460317,True,True,False,0.01
512,combined,0.003,0.813040071150322,0.8945356944175118,-0.08149562326718991,0.0029924374730939812,0.0029923647811363487,210,630,3,0.11746031746031746,True,True,False,0.003
all,simWind_test.mat,0.001,0.709979513423963,0.8772960777616481,-0.16731656433768494,0.0009923899783219553,0.0009923899783220013,105,315,3,0.009523809523809525,True,True,False,0.001
all,simWind_test.mat,0.0003,0.5368152651851739,0.7899722774338765,-0.25315701224870263,0.0002900832244325381,0.00029008322443258505,105,315,3,0.0031746031746031746,True,True,False,0.0003
all,simMed_test.mat,0.0003,0.5154646610355453,0.7725716110523273,-0.25710695001678185,0.0002900832244325381,0.00029008322443258505,105,315,3,0.025396825396825397,True,True,False,0.0003
all,simMed_test.mat,0.0001,0.3631281887560889,0.6494112199238357,-0.2862830311677468,9.160522876818475e-05,9.160522876818475e-05,105,315,3,0.01904761904761905,True,True,False,0.0001
all,simMed_test.mat,3e-05,0.23292866331646772,0.4631556436882731,-0.23022698037180533,1.526753812803079e-05,1.526753812803079e-05,105,315,3,0.10476190476190476,True,True,False,3e-05
all,simMed_test.mat,1e-05,0.184544890419632,0.3526293400052769,-0.1680844495856449,0.0,0.0,105,315,3,0.20952380952380953,True,True,False,1e-05
all,simWind_test.mat,1e-05,0.18451921564993898,0.35660944830504854,-0.1720902326551096,0.0,0.0,105,315,3,0.18095238095238095,True,True,False,1e-05
all,simMed_test.mat,0.01,0.8692331860864191,0.9620623898319849,-0.0928292037455657,0.009992820396478945,0.009992820396478997,105,315,3,0.025396825396825397,True,True,False,0.01
all,simWind_test.mat,0.0001,0.3732452108276595,0.6681851479247665,-0.29493993709710703,9.160522876818475e-05,9.160522876818475e-05,105,315,3,0.01904761904761905,True,True,False,0.0001
all,simWind_test.mat,3e-05,0.23871466421913762,0.4597193823336102,-0.22100471811447264,1.526753812803079e-05,1.526753812803079e-05,105,315,3,0.1111111111111111,True,True,False,3e-05
all,simWind_test.mat,0.003,0.812213539733551,0.920276090111507,-0.10806255037795608,0.0029924374730939812,0.002992437473094035,105,315,3,0.02857142857142857,True,True,False,0.003
all,simWind_test.mat,0.01,0.8663473290962685,0.9596801331951181,-0.09333280409884964,0.009992820396478945,0.009992820396478997,105,315,3,0.022222222222222223,True,True,False,0.01
all,simMed_test.mat,0.001,0.6957533928816516,0.8596329159422603,-0.16387952306060877,0.0009923899783219553,0.0009923899783220013,105,315,3,0.012698412698412698,True,True,False,0.001
all,simMed_test.mat,0.003,0.8138666025670928,0.9215548901501261,-0.1076882875830333,0.0029924374730939812,0.002992437473094035,105,315,3,0.044444444444444446,True,True,False,0.003
all,combined,1e-05,0.18453205303478548,0.35461939415516275,-0.17008734112037724,0.0,0.0,210,630,3,0.19523809523809524,True,True,False,1e-05
all,combined,3e-05,0.2358216637678027,0.46143751301094166,-0.22561584924313902,1.526753812803079e-05,1.526753812803079e-05,210,630,3,0.10793650793650794,True,True,False,3e-05
all,combined,0.0001,0.3681866997918742,0.6587981839243011,-0.2906114841324269,9.160522876818475e-05,9.160522876818475e-05,210,630,3,0.01904761904761905,True,True,False,0.0001
all,combined,0.0003,0.5261399631103596,0.7812719442431019,-0.25513198113274227,0.0002900832244325381,0.00029008322443258505,210,630,3,0.014285714285714285,True,True,False,0.0003
all,combined,0.001,0.7028664531528073,0.8684644968519541,-0.16559804369914685,0.0009923899783219553,0.0009923899783220013,210,630,3,0.011111111111111112,True,True,False,0.001
all,combined,0.003,0.813040071150322,0.9209154901308166,-0.10787541898049467,0.0029924374730939812,0.002992437473094035,210,630,3,0.03650793650793651,True,True,False,0.003
all,combined,0.01,0.8677902575913438,0.9608712615135515,-0.09308100392220767,0.009992820396478945,0.009992820396478997,210,630,3,0.023809523809523808,True,True,False,0.01
