label_budget,asset,pfa_target,compact_pd,low_label_hgb_pd,delta_compact_minus_low_label_hgb,compact_empirical_pfa,low_label_hgb_empirical_pfa,n_items,n_pair_observations,n_seeds,compact_item_win_fraction,compact_pfa_calibrated,low_label_hgb_pfa_calibrated,compact_beats_low_label_hgb,pfa
32,simMed_test.mat,0.0003,0.5154646610355453,0.5093320130900643,0.006132647945481087,0.0002900832244325381,0.00028397530454896575,105,315,3,0.45396825396825397,True,True,True,0.0003
32,simMed_test.mat,0.0001,0.3631281887560889,0.3005127648198594,0.06261542393622949,9.160522876818475e-05,7.943862296802827e-05,105,315,3,0.6285714285714286,True,True,True,0.0001
64,simWind_test.mat,0.01,0.8663473290962685,0.9146960489995375,-0.048348719903269104,0.009992820396478945,0.009990929593640696,105,315,3,0.14603174603174604,True,True,False,0.01
64,simWind_test.mat,0.003,0.812213539733551,0.871236993315171,-0.059023453581620124,0.0029924374730939812,0.002992388985882901,105,315,3,0.19682539682539682,True,True,False,0.003
64,simWind_test.mat,0.0001,0.3732452108276595,0.4640893190367085,-0.09084410820904903,9.160522876818475e-05,9.078119933482639e-05,105,315,3,0.23809523809523808,True,True,False,0.0001
64,simWind_test.mat,3e-05,0.23871466421913762,0.2641553792148317,-0.025440714995694093,1.526753812803079e-05,1.4782836246257374e-05,105,315,3,0.43492063492063493,True,True,False,3e-05
64,simMed_test.mat,1e-05,0.184544890419632,0.14570211591818577,0.038842774501446235,0.0,0.0,105,315,3,0.6095238095238096,True,True,True,1e-05
64,simMed_test.mat,3e-05,0.23292866331646772,0.22417198076442238,0.008756682552045328,1.526753812803079e-05,1.4976742170601973e-05,105,315,3,0.5111111111111111,True,True,True,3e-05
64,simMed_test.mat,0.001,0.6957533928816516,0.7516293992506557,-0.05587600636900422,0.0009923899783219553,0.0009919538554190174,105,315,3,0.2920634920634921,True,True,False,0.001
64,simMed_test.mat,0.003,0.8138666025670928,0.8519771774819863,-0.03811057491489341,0.0029924374730939812,0.0029920497641388417,105,315,3,0.3111111111111111,True,True,False,0.003
64,combined,0.001,0.7028664531528073,0.7782312437560118,-0.07536479060320447,0.0009923899783219553,0.0009920749727990261,210,630,3,0.22063492063492063,True,True,False,0.001
64,combined,0.0001,0.3681866997918742,0.4349214837694981,-0.06673478397762385,9.160522876818475e-05,9.090237480134936e-05,210,630,3,0.27936507936507937,True,True,False,0.0001
64,combined,3e-05,0.2358216637678027,0.24416367998962707,-0.008342016221824384,1.526753812803079e-05,1.4879789208429673e-05,210,630,3,0.473015873015873,True,True,False,3e-05
64,combined,0.003,0.813040071150322,0.8616070853985786,-0.048567014248256775,0.0029924374730939812,0.0029922193750108713,210,630,3,0.25396825396825395,True,True,False,0.003
64,simWind_test.mat,0.001,0.709979513423963,0.8048330882613678,-0.09485357483740472,0.0009923899783219553,0.000992196090179035,105,315,3,0.1492063492063492,True,True,False,0.001
64,simWind_test.mat,0.0003,0.5368152651851739,0.6578038281621269,-0.120988562976953,0.0002900832244325381,0.00028930780726355796,105,315,3,0.15873015873015872,True,True,False,0.0003
64,simWind_test.mat,1e-05,0.18451921564993898,0.17917902409404413,0.005340191555894834,0.0,0.0,105,315,3,0.526984126984127,True,True,True,1e-05
64,simMed_test.mat,0.01,0.8692331860864191,0.9200506152141016,-0.050817429127682424,0.009992820396478945,0.009990736506332674,105,315,3,0.20634920634920634,True,True,False,0.01
64,simMed_test.mat,0.0001,0.3631281887560889,0.40575364850228757,-0.04262545974619868,9.160522876818475e-05,9.102355026787231e-05,105,315,3,0.32063492063492066,True,True,False,0.0001
64,simMed_test.mat,0.0003,0.5154646610355453,0.5913496294013594,-0.07588496836581404,0.0002900832244325381,0.000289162178415364,105,315,3,0.26031746031746034,True,True,False,0.0003
64,combined,0.01,0.8677902575913438,0.9173733321068196,-0.049583074515475764,0.009992820396478945,0.009990833049986686,210,630,3,0.1761904761904762,True,True,False,0.01
64,combined,1e-05,0.18453205303478548,0.16244057000611498,0.022091483028670533,0.0,0.0,210,630,3,0.5682539682539682,True,True,True,1e-05
64,combined,0.0003,0.5261399631103596,0.6245767287817432,-0.09843676567138351,0.0002900832244325381,0.00028923499283946096,210,630,3,0.20952380952380953,True,True,False,0.0003
128,combined,0.01,0.8677902575913438,0.924241077289723,-0.05645081969837936,0.009992820396478945,0.009992359931923728,210,630,3,0.1349206349206349,True,True,False,0.01
128,combined,1e-05,0.18453205303478548,0.26852630914560266,-0.08399425611081719,0.0,0.0,210,630,3,0.27936507936507937,True,True,False,1e-05
128,simMed_test.mat,3e-05,0.23292866331646772,0.3125550151437375,-0.07962635182726976,1.526753812803079e-05,1.4976747352735467e-05,105,315,3,0.24126984126984127,True,True,False,3e-05
128,simMed_test.mat,0.0003,0.5154646610355453,0.6540591304573891,-0.1385944694218437,0.0002900832244325381,0.0002899377746453755,105,315,3,0.1619047619047619,True,True,False,0.0003
128,simMed_test.mat,0.0001,0.3631281887560889,0.49472522295712734,-0.13159703420103852,9.160522876818475e-05,9.141130213523774e-05,105,315,3,0.1365079365079365,True,True,False,0.0001
128,simMed_test.mat,0.003,0.8138666025670928,0.8741929808673045,-0.06032637830021166,0.0029924374730939812,0.002992437473094035,105,315,3,0.2126984126984127,True,True,False,0.003
128,simMed_test.mat,0.001,0.6957533928816516,0.8003646613854486,-0.10461126850379697,0.0009923899783219553,0.0009922445603624533,105,315,3,0.1492063492063492,True,True,False,0.001
128,combined,0.0001,0.3681866997918742,0.5464257871025514,-0.17823908731067728,9.160522876818475e-05,9.14840355389147e-05,210,630,3,0.08571428571428572,True,True,False,0.0001
128,combined,0.0003,0.5261399631103596,0.692908129376443,-0.16676816626608332,0.0002900832244325381,0.0002899135713727165,210,630,3,0.10158730158730159,True,True,False,0.0003
128,simMed_test.mat,1e-05,0.184544890419632,0.22957686957414125,-0.04503197915450925,0.0,0.0,105,315,3,0.3492063492063492,True,True,False,1e-05
