pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,asset,image_index,item_id,method,method_family,train_asset,test_asset
0.001,0.9946078062057495,0.5882352941176471,0.0009920786336787802,17,65519,65,65,75,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,13,simWind_test.mat#13,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.003,0.9787989854812622,0.6470588235294118,0.0029914986492467835,17,65519,196,196,207,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,13,simWind_test.mat#13,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.01,0.8617348670959473,0.7647058823529411,0.009997100077840016,17,65519,655,655,668,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,13,simWind_test.mat#13,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
1e-05,0.9999237060546875,0.06666666666666667,0.0,30,65506,0,0,2,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
3e-05,0.9998108744621277,0.16666666666666666,1.526577718071627e-05,30,65506,1,1,6,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0001,0.9988460540771484,0.23333333333333334,9.159466308429762e-05,30,65506,6,6,13,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.0003,0.9951262474060059,0.36666666666666664,0.00029004976643360914,30,65506,19,19,30,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.001,0.9881678223609924,0.5666666666666667,0.0009922755167465576,30,65506,65,65,82,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.003,0.9699001312255859,0.6333333333333333,0.002992092327420389,30,65506,196,196,215,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
0.01,0.9128355383872986,0.7666666666666667,0.009999084053369156,30,65506,655,655,678,loso_supervised_raw_feature_logreg_conservative_topk_strict_gt,simWind_test.mat,14,simWind_test.mat#14,loso_supervised_raw_feature_logreg,learned_raw_feature_baseline,simMed_test.mat,simWind_test.mat
