asset,item_id,image_index,target_count,method,log_pfa_auc_pd,pfa_points
simMed_test.mat,simMed_test.mat#7,7,50,raw,0.337211612043766,7
simMed_test.mat,simMed_test.mat#7,7,50,tpsscs_finished_detector,0.5594121161003072,7
simMed_test.mat,simMed_test.mat#7,7,50,tpsscs_trainable_gate,0.540174740942985,7
simMed_test.mat,simMed_test.mat#70,70,43,low_rank_residual_k30,0.4816085216831439,7
simMed_test.mat,simMed_test.mat#70,70,43,raw,0.34577225233988546,7
simMed_test.mat,simMed_test.mat#70,70,43,tpsscs_finished_detector,0.5726051156936852,7
simMed_test.mat,simMed_test.mat#70,70,43,tpsscs_trainable_gate,0.5790398103330742,7
simMed_test.mat,simMed_test.mat#71,71,27,low_rank_residual_k30,0.34204825564843255,7
simMed_test.mat,simMed_test.mat#71,71,27,raw,0.2768097603654633,7
simMed_test.mat,simMed_test.mat#71,71,27,tpsscs_finished_detector,0.3511662880849737,7
simMed_test.mat,simMed_test.mat#71,71,27,tpsscs_trainable_gate,0.3855405858370786,7
simMed_test.mat,simMed_test.mat#72,72,37,low_rank_residual_k30,0.5595010860526597,7
simMed_test.mat,simMed_test.mat#72,72,37,raw,0.5118946165218444,7
simMed_test.mat,simMed_test.mat#72,72,37,tpsscs_finished_detector,0.6419069026854389,7
simMed_test.mat,simMed_test.mat#72,72,37,tpsscs_trainable_gate,0.6464114071899433,7
simMed_test.mat,simMed_test.mat#74,74,35,low_rank_residual_k30,0.49147257668424027,7
simMed_test.mat,simMed_test.mat#74,74,35,raw,0.3574855649143258,7
simMed_test.mat,simMed_test.mat#74,74,35,tpsscs_finished_detector,0.5200440052556689,7
simMed_test.mat,simMed_test.mat#74,74,35,tpsscs_trainable_gate,0.5511053326141466,7
simMed_test.mat,simMed_test.mat#75,75,60,low_rank_residual_k30,0.46864603749960526,7
simMed_test.mat,simMed_test.mat#75,75,60,raw,0.3151056348791495,7
simMed_test.mat,simMed_test.mat#75,75,60,tpsscs_finished_detector,0.5087331590667135,7
simMed_test.mat,simMed_test.mat#75,75,60,tpsscs_trainable_gate,0.555011356891609,7
simMed_test.mat,simMed_test.mat#76,76,27,low_rank_residual_k30,0.5648353851615273,7
simMed_test.mat,simMed_test.mat#76,76,27,raw,0.31061915082669583,7
simMed_test.mat,simMed_test.mat#76,76,27,tpsscs_finished_detector,0.6227712263565787,7
simMed_test.mat,simMed_test.mat#76,76,27,tpsscs_trainable_gate,0.5766161568830005,7
simMed_test.mat,simMed_test.mat#77,77,63,low_rank_residual_k30,0.42227793258925006,7
simMed_test.mat,simMed_test.mat#77,77,63,raw,0.2281878269689183,7
simMed_test.mat,simMed_test.mat#77,77,63,tpsscs_finished_detector,0.4695338255213082,7
simMed_test.mat,simMed_test.mat#77,77,63,tpsscs_trainable_gate,0.43790884533760627,7
simMed_test.mat,simMed_test.mat#78,78,25,low_rank_residual_k30,0.5500222159744496,7
simMed_test.mat,simMed_test.mat#78,78,25,raw,0.22152524968535584,7
simMed_test.mat,simMed_test.mat#78,78,25,tpsscs_finished_detector,0.5598696910059139,7
simMed_test.mat,simMed_test.mat#78,78,25,tpsscs_trainable_gate,0.49668888264111616,7
simMed_test.mat,simMed_test.mat#79,79,26,low_rank_residual_k30,0.4345988697990025,7
simMed_test.mat,simMed_test.mat#79,79,26,raw,0.22306040826054088,7
simMed_test.mat,simMed_test.mat#79,79,26,tpsscs_finished_detector,0.5115219467220794,7
simMed_test.mat,simMed_test.mat#79,79,26,tpsscs_trainable_gate,0.4931711292328616,7
simMed_test.mat,simMed_test.mat#8,8,24,low_rank_residual_k30,0.6070265098267088,7
simMed_test.mat,simMed_test.mat#8,8,24,raw,0.31867318520670646,7
simMed_test.mat,simMed_test.mat#8,8,24,tpsscs_finished_detector,0.6311731852067065,7
simMed_test.mat,simMed_test.mat#8,8,24,tpsscs_trainable_gate,0.6003998257333801,7
simMed_test.mat,simMed_test.mat#80,80,15,low_rank_residual_k30,0.5586060549262672,7
simMed_test.mat,simMed_test.mat#80,80,15,raw,0.3967323189724781,7
simMed_test.mat,simMed_test.mat#80,80,15,tpsscs_finished_detector,0.6247643050311487,7
simMed_test.mat,simMed_test.mat#80,80,15,tpsscs_trainable_gate,0.6030504993707116,7
simMed_test.mat,simMed_test.mat#82,82,31,low_rank_residual_k30,0.45737617544090553,7
simMed_test.mat,simMed_test.mat#82,82,31,raw,0.36499429392347177,7
simMed_test.mat,simMed_test.mat#82,82,31,tpsscs_finished_detector,0.6745030908903589,7
simMed_test.mat,simMed_test.mat#82,82,31,tpsscs_trainable_gate,0.6291731781798267,7
simMed_test.mat,simMed_test.mat#84,84,40,low_rank_residual_k30,0.4593958274760464,7
simMed_test.mat,simMed_test.mat#84,84,40,raw,0.2977398954400281,7
simMed_test.mat,simMed_test.mat#84,84,40,tpsscs_finished_detector,0.5776691869493727,7
simMed_test.mat,simMed_test.mat#84,84,40,tpsscs_trainable_gate,0.5865744889147145,7
simMed_test.mat,simMed_test.mat#85,85,31,low_rank_residual_k30,0.45150781532734996,7
simMed_test.mat,simMed_test.mat#85,85,31,raw,0.37318181405938744,7
simMed_test.mat,simMed_test.mat#85,85,31,tpsscs_finished_detector,0.6017994417221849,7
simMed_test.mat,simMed_test.mat#85,85,31,tpsscs_trainable_gate,0.6240428421075722,7
simMed_test.mat,simMed_test.mat#86,86,44,low_rank_residual_k30,0.5523622531442884,7
simMed_test.mat,simMed_test.mat#86,86,44,raw,0.3126859465406367,7
simMed_test.mat,simMed_test.mat#86,86,44,tpsscs_finished_detector,0.6427513725697352,7
simMed_test.mat,simMed_test.mat#86,86,44,tpsscs_trainable_gate,0.6093537587903516,7
simMed_test.mat,simMed_test.mat#87,87,47,low_rank_residual_k30,0.4213604071989083,7
simMed_test.mat,simMed_test.mat#87,87,47,raw,0.32899956503379957,7
simMed_test.mat,simMed_test.mat#87,87,47,tpsscs_finished_detector,0.4372367237050064,7
simMed_test.mat,simMed_test.mat#87,87,47,tpsscs_trainable_gate,0.42539328830416373,7
simMed_test.mat,simMed_test.mat#88,88,43,low_rank_residual_k30,0.43324758658733126,7
simMed_test.mat,simMed_test.mat#88,88,43,raw,0.24428764008313078,7
simMed_test.mat,simMed_test.mat#88,88,43,tpsscs_finished_detector,0.43324758658733126,7
simMed_test.mat,simMed_test.mat#88,88,43,tpsscs_trainable_gate,0.43730091019415557,7
simMed_test.mat,simMed_test.mat#89,89,50,low_rank_residual_k30,0.47638383270404505,7
simMed_test.mat,simMed_test.mat#89,89,50,raw,0.22629646223255243,7
simMed_test.mat,simMed_test.mat#89,89,50,tpsscs_finished_detector,0.5725929244651049,7
simMed_test.mat,simMed_test.mat#89,89,50,tpsscs_trainable_gate,0.5032030243392472,7
simMed_test.mat,simMed_test.mat#9,9,23,low_rank_residual_k30,0.5961923546620583,7
simMed_test.mat,simMed_test.mat#9,9,23,raw,0.1396706155316235,7
simMed_test.mat,simMed_test.mat#9,9,23,tpsscs_finished_detector,0.6396706155316235,7
simMed_test.mat,simMed_test.mat#9,9,23,tpsscs_trainable_gate,0.5650757510933847,7
simMed_test.mat,simMed_test.mat#90,90,15,low_rank_residual_k30,0.26238215251557434,7
simMed_test.mat,simMed_test.mat#90,90,15,raw,0.2184461246329151,7
simMed_test.mat,simMed_test.mat#90,90,15,tpsscs_finished_detector,0.529048819182241,7
simMed_test.mat,simMed_test.mat#90,90,15,tpsscs_trainable_gate,0.4962239024106929,7
simMed_test.mat,simMed_test.mat#91,91,46,low_rank_residual_k30,0.5086676487896128,7
simMed_test.mat,simMed_test.mat#91,91,46,raw,0.33030247685916586,7
simMed_test.mat,simMed_test.mat#91,91,46,tpsscs_finished_detector,0.5086676487896128,7
simMed_test.mat,simMed_test.mat#91,91,46,tpsscs_trainable_gate,0.4581087991177313,7
simMed_test.mat,simMed_test.mat#92,92,61,low_rank_residual_k30,0.4445698729504313,7
simMed_test.mat,simMed_test.mat#92,92,61,raw,0.23529433366822158,7
simMed_test.mat,simMed_test.mat#92,92,61,tpsscs_finished_detector,0.5262870451331599,7
simMed_test.mat,simMed_test.mat#92,92,61,tpsscs_trainable_gate,0.4951788312708694,7
simMed_test.mat,simMed_test.mat#93,93,63,low_rank_residual_k30,0.39545975144723416,7
simMed_test.mat,simMed_test.mat#93,93,63,raw,0.24935184813293945,7
simMed_test.mat,simMed_test.mat#93,93,63,tpsscs_finished_detector,0.42167267477760095,7
simMed_test.mat,simMed_test.mat#93,93,63,tpsscs_trainable_gate,0.432617840046601,7
simMed_test.mat,simMed_test.mat#94,94,20,low_rank_residual_k30,0.19281060393068353,7
simMed_test.mat,simMed_test.mat#94,94,20,raw,0.4142159058960253,7
simMed_test.mat,simMed_test.mat#94,94,20,tpsscs_finished_detector,0.3428106039306835,7
simMed_test.mat,simMed_test.mat#94,94,20,tpsscs_trainable_gate,0.5736931764933756,7
simMed_test.mat,simMed_test.mat#95,95,34,low_rank_residual_k30,0.4538963106729841,7
simMed_test.mat,simMed_test.mat#95,95,34,raw,0.17079990774120124,7
simMed_test.mat,simMed_test.mat#95,95,34,tpsscs_finished_detector,0.5881394786808191,7
simMed_test.mat,simMed_test.mat#95,95,34,tpsscs_trainable_gate,0.5813472910651409,7
simMed_test.mat,simMed_test.mat#97,97,60,low_rank_residual_k30,0.43941581876271546,7
simMed_test.mat,simMed_test.mat#97,97,60,raw,0.3262167459902606,7
simMed_test.mat,simMed_test.mat#97,97,60,tpsscs_finished_detector,0.4600584958853792,7
simMed_test.mat,simMed_test.mat#97,97,60,tpsscs_trainable_gate,0.46599536386227375,7
simMed_test.mat,simMed_test.mat#99,99,40,low_rank_residual_k30,0.4381811817213741,7
simMed_test.mat,simMed_test.mat#99,99,40,raw,0.19915593203601825,7
simMed_test.mat,simMed_test.mat#99,99,40,tpsscs_finished_detector,0.48779986930003516,7
simMed_test.mat,simMed_test.mat#99,99,40,tpsscs_trainable_gate,0.46535984316004214,7
simWind_test.mat,simWind_test.mat#0,0,43,low_rank_residual_k30,0.5009883666443842,7
simWind_test.mat,simWind_test.mat#0,0,43,raw,0.2151291953339822,7
simWind_test.mat,simWind_test.mat#0,0,43,tpsscs_finished_detector,0.5242441805978726,7
simWind_test.mat,simWind_test.mat#0,0,43,tpsscs_trainable_gate,0.5210776300639296,7
simWind_test.mat,simWind_test.mat#100,100,53,low_rank_residual_k30,0.4892305063779115,7
simWind_test.mat,simWind_test.mat#100,100,53,raw,0.29567990924983567,7
simWind_test.mat,simWind_test.mat#100,100,53,tpsscs_finished_detector,0.5407575701313653,7
simWind_test.mat,simWind_test.mat#100,100,53,tpsscs_trainable_gate,0.5160320118662144,7
simWind_test.mat,simWind_test.mat#101,101,51,low_rank_residual_k30,0.513093675791944,7
simWind_test.mat,simWind_test.mat#101,101,51,raw,0.4718701668821345,7
simWind_test.mat,simWind_test.mat#101,101,51,tpsscs_finished_detector,0.5534199790044853,7
simWind_test.mat,simWind_test.mat#101,101,51,tpsscs_trainable_gate,0.5879580059189983,7
simWind_test.mat,simWind_test.mat#102,102,39,low_rank_residual_k30,0.520222734397311,7
simWind_test.mat,simWind_test.mat#102,102,39,raw,0.31654687449576246,7
simWind_test.mat,simWind_test.mat#102,102,39,tpsscs_finished_detector,0.545472670375425,7
simWind_test.mat,simWind_test.mat#102,102,39,tpsscs_trainable_gate,0.4921516393723495,7
simWind_test.mat,simWind_test.mat#104,104,25,low_rank_residual_k30,0.4894121161003071,7
simWind_test.mat,simWind_test.mat#104,104,25,raw,0.3916777746538915,7
simWind_test.mat,simWind_test.mat#104,104,25,tpsscs_finished_detector,0.6888020162261648,7
simWind_test.mat,simWind_test.mat#104,104,25,tpsscs_trainable_gate,0.6427454494336405,7
simWind_test.mat,simWind_test.mat#105,105,26,low_rank_residual_k30,0.5188121548738872,7
simWind_test.mat,simWind_test.mat#105,105,26,raw,0.3094522111754105,7
simWind_test.mat,simWind_test.mat#105,105,26,tpsscs_finished_detector,0.6341967702585026,7
simWind_test.mat,simWind_test.mat#105,105,26,tpsscs_trainable_gate,0.5963218662913318,7
simWind_test.mat,simWind_test.mat#107,107,49,low_rank_residual_k30,0.42975004617473633,7
simWind_test.mat,simWind_test.mat#107,107,49,raw,0.38375385996629974,7
simWind_test.mat,simWind_test.mat#107,107,49,tpsscs_finished_detector,0.4500025717170469,7
simWind_test.mat,simWind_test.mat#107,107,49,tpsscs_trainable_gate,0.4861059517388215,7
simWind_test.mat,simWind_test.mat#108,108,25,low_rank_residual_k30,0.5630504993707116,7
simWind_test.mat,simWind_test.mat#108,108,25,raw,0.22849696628909366,7
simWind_test.mat,simWind_test.mat#108,108,25,tpsscs_finished_detector,0.5662313077355093,7
simWind_test.mat,simWind_test.mat#108,108,25,tpsscs_trainable_gate,0.49668888264111616,7
simWind_test.mat,simWind_test.mat#11,11,58,low_rank_residual_k30,0.48604579673568066,7
simWind_test.mat,simWind_test.mat#11,11,58,raw,0.28534700024371207,7
simWind_test.mat,simWind_test.mat#11,11,58,tpsscs_finished_detector,0.5161524670078635,7
simWind_test.mat,simWind_test.mat#11,11,58,tpsscs_trainable_gate,0.5381643957922383,7
simWind_test.mat,simWind_test.mat#110,110,63,low_rank_residual_k30,0.4293153696711611,7
simWind_test.mat,simWind_test.mat#110,110,63,raw,0.3367744869968566,7
simWind_test.mat,simWind_test.mat#110,110,63,tpsscs_finished_detector,0.48601209920597316,7
simWind_test.mat,simWind_test.mat#110,110,63,tpsscs_trainable_gate,0.4770554688525385,7
simWind_test.mat,simWind_test.mat#111,111,43,low_rank_residual_k30,0.42073290653770573,7
simWind_test.mat,simWind_test.mat#111,111,43,raw,0.21566125917771103,7
simWind_test.mat,simWind_test.mat#111,111,43,tpsscs_finished_detector,0.42073290653770573,7
simWind_test.mat,simWind_test.mat#111,111,43,tpsscs_trainable_gate,0.39783180181336997,7
simWind_test.mat,simWind_test.mat#112,112,47,low_rank_residual_k30,0.49075273427635874,7
simWind_test.mat,simWind_test.mat#112,112,47,raw,0.2273678231296777,7
simWind_test.mat,simWind_test.mat#112,112,47,tpsscs_finished_detector,0.5120293300210396,7
simWind_test.mat,simWind_test.mat#112,112,47,tpsscs_trainable_gate,0.5143702917833174,7
simWind_test.mat,simWind_test.mat#113,113,14,low_rank_residual_k30,0.28112373483811526,7
simWind_test.mat,simWind_test.mat#113,113,14,raw,0.37122654716955594,7
simWind_test.mat,simWind_test.mat#113,113,14,tpsscs_finished_detector,0.4239808776952582,7
simWind_test.mat,simWind_test.mat#113,113,14,tpsscs_trainable_gate,0.6399007880724251,7
simWind_test.mat,simWind_test.mat#114,114,36,low_rank_residual_k30,0.5880843108400359,7
simWind_test.mat,simWind_test.mat#114,114,36,raw,0.30525322296447416,7
simWind_test.mat,simWind_test.mat#114,114,36,tpsscs_finished_detector,0.5880843108400359,7
simWind_test.mat,simWind_test.mat#114,114,36,tpsscs_trainable_gate,0.5329524357526348,7
simWind_test.mat,simWind_test.mat#115,115,22,low_rank_residual_k30,0.45593204516850533,7
simWind_test.mat,simWind_test.mat#115,115,22,raw,0.24450412835881852,7
simWind_test.mat,simWind_test.mat#115,115,22,tpsscs_finished_detector,0.45593204516850533,7
simWind_test.mat,simWind_test.mat#115,115,22,tpsscs_trainable_gate,0.4111707950254852,7
simWind_test.mat,simWind_test.mat#116,116,27,low_rank_residual_k30,0.5251356088395581,7
simWind_test.mat,simWind_test.mat#116,116,27,raw,0.13455199807805174,7
simWind_test.mat,simWind_test.mat#116,116,27,tpsscs_finished_detector,0.5371988342064676,7
simWind_test.mat,simWind_test.mat#116,116,27,tpsscs_trainable_gate,0.46312476013239356,7
simWind_test.mat,simWind_test.mat#117,117,56,low_rank_residual_k30,0.4501055126343399,7
simWind_test.mat,simWind_test.mat#117,117,56,raw,0.3550617740619399,7
simWind_test.mat,simWind_test.mat#117,117,56,tpsscs_finished_detector,0.46343027827338656,7
simWind_test.mat,simWind_test.mat#117,117,56,tpsscs_trainable_gate,0.5141616993762457,7
simWind_test.mat,simWind_test.mat#118,118,57,low_rank_residual_k30,0.435959589980866,7
simWind_test.mat,simWind_test.mat#118,118,57,raw,0.2654323898816709,7
simWind_test.mat,simWind_test.mat#118,118,57,tpsscs_finished_detector,0.45184077057782207,7
simWind_test.mat,simWind_test.mat#118,118,57,tpsscs_trainable_gate,0.4475217025815658,7
simWind_test.mat,simWind_test.mat#12,12,57,low_rank_residual_k30,0.4284489577123251,7
simWind_test.mat,simWind_test.mat#12,12,57,raw,0.3506290930152441,7
simWind_test.mat,simWind_test.mat#12,12,57,tpsscs_finished_detector,0.4689832487307987,7
simWind_test.mat,simWind_test.mat#12,12,57,tpsscs_trainable_gate,0.4824756280477627,7
simWind_test.mat,simWind_test.mat#121,121,37,low_rank_residual_k30,0.5213158551755441,7
simWind_test.mat,simWind_test.mat#121,121,37,raw,0.26567771914814003,7
simWind_test.mat,simWind_test.mat#121,121,37,tpsscs_finished_detector,0.5483428822025712,7
simWind_test.mat,simWind_test.mat#121,121,37,tpsscs_trainable_gate,0.5577641208562709,7
simWind_test.mat,simWind_test.mat#122,122,15,low_rank_residual_k30,0.38511279129958176,7
simWind_test.mat,simWind_test.mat#122,122,15,raw,0.3972407355342635,7
simWind_test.mat,simWind_test.mat#122,122,15,tpsscs_finished_detector,0.45177945796624847,7
simWind_test.mat,simWind_test.mat#122,122,15,tpsscs_trainable_gate,0.4803198605867041,7
simWind_test.mat,simWind_test.mat#123,123,42,low_rank_residual_k30,0.5213979010552903,7
simWind_test.mat,simWind_test.mat#123,123,42,raw,0.20834655712764846,7
simWind_test.mat,simWind_test.mat#123,123,42,tpsscs_finished_detector,0.5608988633943354,7
simWind_test.mat,simWind_test.mat#123,123,42,tpsscs_trainable_gate,0.5472823405206885,7
simWind_test.mat,simWind_test.mat#124,124,25,low_rank_residual_k30,0.41198282459096264,7
simWind_test.mat,simWind_test.mat#124,124,25,raw,0.39259292446510496,7
simWind_test.mat,simWind_test.mat#124,124,25,tpsscs_finished_detector,0.41198282459096264,7
simWind_test.mat,simWind_test.mat#124,124,25,tpsscs_trainable_gate,0.5128979744021761,7
simWind_test.mat,simWind_test.mat#125,125,59,low_rank_residual_k30,0.4785092402992462,7
simWind_test.mat,simWind_test.mat#125,125,59,raw,0.4027550876502142,7
simWind_test.mat,simWind_test.mat#125,125,59,tpsscs_finished_detector,0.488331616725008,7
simWind_test.mat,simWind_test.mat#125,125,59,tpsscs_trainable_gate,0.48076184958920204,7
simWind_test.mat,simWind_test.mat#126,126,26,low_rank_residual_k30,0.47976398191798114,7
simWind_test.mat,simWind_test.mat#126,126,26,raw,0.3448552800554127,7
simWind_test.mat,simWind_test.mat#126,126,26,tpsscs_finished_detector,0.5307527159528487,7
simWind_test.mat,simWind_test.mat#126,126,26,tpsscs_trainable_gate,0.5279875636184962,7
simWind_test.mat,simWind_test.mat#127,127,33,low_rank_residual_k30,0.4979537746327716,7
simWind_test.mat,simWind_test.mat#127,127,33,raw,0.42173400200084554,7
simWind_test.mat,simWind_test.mat#127,127,33,tpsscs_finished_detector,0.5532782317511521,7
simWind_test.mat,simWind_test.mat#127,127,33,tpsscs_trainable_gate,0.5943755674667178,7
simWind_test.mat,simWind_test.mat#13,13,17,low_rank_residual_k30,0.48731283046591206,7
simWind_test.mat,simWind_test.mat#13,13,17,raw,0.2319622668329643,7
simWind_test.mat,simWind_test.mat#13,13,17,tpsscs_finished_detector,0.5704218623749285,7
simWind_test.mat,simWind_test.mat#13,13,17,tpsscs_trainable_gate,0.5713190680721966,7
simWind_test.mat,simWind_test.mat#14,14,30,low_rank_residual_k30,0.5522878745280336,7
simWind_test.mat,simWind_test.mat#14,14,30,raw,0.3633989856391448,7
simWind_test.mat,simWind_test.mat#14,14,30,tpsscs_finished_detector,0.5742558884693633,7
simWind_test.mat,simWind_test.mat#14,14,30,tpsscs_trainable_gate,0.5057011730080431,7
simWind_test.mat,simWind_test.mat#15,15,43,low_rank_residual_k30,0.4469021553674876,7
simWind_test.mat,simWind_test.mat#15,15,43,raw,0.30612578934452356,7
simWind_test.mat,simWind_test.mat#15,15,43,tpsscs_finished_detector,0.4718299218952356,7
simWind_test.mat,simWind_test.mat#15,15,43,tpsscs_trainable_gate,0.4875111524788041,7
simWind_test.mat,simWind_test.mat#16,16,23,low_rank_residual_k30,0.40432915716408974,7
simWind_test.mat,simWind_test.mat#16,16,23,raw,0.4336462404290222,7
simWind_test.mat,simWind_test.mat#16,16,23,tpsscs_finished_detector,0.4912856789032201,7
simWind_test.mat,simWind_test.mat#16,16,23,tpsscs_trainable_gate,0.5830259051130923,7
simWind_test.mat,simWind_test.mat#17,17,29,low_rank_residual_k30,0.3578996835825519,7
simWind_test.mat,simWind_test.mat#17,17,29,raw,0.41341779402486445,7
simWind_test.mat,simWind_test.mat#17,17,29,tpsscs_finished_detector,0.46134795944462104,7
simWind_test.mat,simWind_test.mat#17,17,29,tpsscs_trainable_gate,0.49988766466027057,7
simWind_test.mat,simWind_test.mat#18,18,52,low_rank_residual_k30,0.4968162333087655,7
simWind_test.mat,simWind_test.mat#18,18,52,raw,0.40298756361849614,7
simWind_test.mat,simWind_test.mat#18,18,52,tpsscs_finished_detector,0.6244347270195262,7
simWind_test.mat,simWind_test.mat#18,18,52,tpsscs_trainable_gate,0.580002908018507,7
simWind_test.mat,simWind_test.mat#19,19,24,low_rank_residual_k30,0.5064909455578223,7
simWind_test.mat,simWind_test.mat#19,19,24,raw,0.31472432245781057,7
simWind_test.mat,simWind_test.mat#19,19,24,tpsscs_finished_detector,0.5898242788911556,7
simWind_test.mat,simWind_test.mat#19,19,24,tpsscs_trainable_gate,0.6354398083067182,7
simWind_test.mat,simWind_test.mat#20,20,24,low_rank_residual_k30,0.294208749475593,7
simWind_test.mat,simWind_test.mat#20,20,24,raw,0.2935732287733614,7
simWind_test.mat,simWind_test.mat#20,20,24,tpsscs_finished_detector,0.3358754161422597,7
simWind_test.mat,simWind_test.mat#20,20,24,tpsscs_trainable_gate,0.5064909455578223,7
simWind_test.mat,simWind_test.mat#21,21,17,low_rank_residual_k30,0.5554916785976702,7
simWind_test.mat,simWind_test.mat#21,21,17,raw,0.3257724260078762,7
simWind_test.mat,simWind_test.mat#21,21,17,tpsscs_finished_detector,0.7319622668329643,7
simWind_test.mat,simWind_test.mat#21,21,17,tpsscs_trainable_gate,0.635268859692592,7
simWind_test.mat,simWind_test.mat#22,22,52,low_rank_residual_k30,0.5178695545774867,7
simWind_test.mat,simWind_test.mat#22,22,52,raw,0.37931574863901435,7
simWind_test.mat,simWind_test.mat#22,22,52,tpsscs_finished_detector,0.5717700995702986,7
simWind_test.mat,simWind_test.mat#22,22,52,tpsscs_trainable_gate,0.5268983046985037,7
simWind_test.mat,simWind_test.mat#23,23,55,low_rank_residual_k30,0.45931909402477533,7
simWind_test.mat,simWind_test.mat#23,23,55,raw,0.3389981585474327,7
simWind_test.mat,simWind_test.mat#23,23,55,tpsscs_finished_detector,0.4803925561745915,7
simWind_test.mat,simWind_test.mat#23,23,55,tpsscs_trainable_gate,0.43060054476804904,7
simWind_test.mat,simWind_test.mat#24,24,37,low_rank_residual_k30,0.5301187493622077,7
simWind_test.mat,simWind_test.mat#24,24,37,raw,0.28410796681084877,7
simWind_test.mat,simWind_test.mat#24,24,37,tpsscs_finished_detector,0.5818174937528369,7
simWind_test.mat,simWind_test.mat#24,24,37,tpsscs_trainable_gate,0.5597072008750051,7
simWind_test.mat,simWind_test.mat#25,25,30,low_rank_residual_k30,0.5035589159324969,7
simWind_test.mat,simWind_test.mat#25,25,30,raw,0.402796291089819,7
simWind_test.mat,simWind_test.mat#25,25,30,tpsscs_finished_detector,0.5310824854293821,7
simWind_test.mat,simWind_test.mat#25,25,30,tpsscs_trainable_gate,0.522876256236495,7
simWind_test.mat,simWind_test.mat#26,26,63,low_rank_residual_k30,0.44909611373126596,7
simWind_test.mat,simWind_test.mat#26,26,63,raw,0.26522486400595535,7
simWind_test.mat,simWind_test.mat#26,26,63,tpsscs_finished_detector,0.4991185608711566,7
simWind_test.mat,simWind_test.mat#26,26,63,tpsscs_trainable_gate,0.4664734582705279,7
simWind_test.mat,simWind_test.mat#27,27,59,low_rank_residual_k30,0.4324807338233226,7
simWind_test.mat,simWind_test.mat#27,27,59,raw,0.4154023228330382,7
simWind_test.mat,simWind_test.mat#27,27,59,tpsscs_finished_detector,0.5067578278698677,7
simWind_test.mat,simWind_test.mat#27,27,59,tpsscs_trainable_gate,0.49289205098037997,7
simWind_test.mat,simWind_test.mat#28,28,26,low_rank_residual_k30,0.4971095505559493,7
simWind_test.mat,simWind_test.mat#28,28,26,raw,0.383610135764135,7
simWind_test.mat,simWind_test.mat#28,28,26,tpsscs_finished_detector,0.596028549044148,7
simWind_test.mat,simWind_test.mat#28,28,26,tpsscs_trainable_gate,0.6604244303938959,7
simWind_test.mat,simWind_test.mat#29,29,26,low_rank_residual_k30,0.3030419547651541,7
simWind_test.mat,simWind_test.mat#29,29,26,raw,0.2197086214318208,7
simWind_test.mat,simWind_test.mat#29,29,26,tpsscs_finished_detector,0.35738247562874176,7
simWind_test.mat,simWind_test.mat#29,29,26,tpsscs_trainable_gate,0.4190132046441372,7
simWind_test.mat,simWind_test.mat#3,3,28,low_rank_residual_k30,0.5684722166438537,7
simWind_test.mat,simWind_test.mat#3,3,28,raw,0.3950360709790797,7
simWind_test.mat,simWind_test.mat#3,3,28,tpsscs_finished_detector,0.5976893893752743,7
simWind_test.mat,simWind_test.mat#3,3,28,tpsscs_trainable_gate,0.5562950887238497,7
simWind_test.mat,simWind_test.mat#31,31,25,low_rank_residual_k30,0.4551636329557604,7
simWind_test.mat,simWind_test.mat#31,31,25,raw,0.36274544943364057,7
simWind_test.mat,simWind_test.mat#31,31,25,tpsscs_finished_detector,0.4951636329557603,7
simWind_test.mat,simWind_test.mat#31,31,25,tpsscs_trainable_gate,0.4792595911317716,7
simWind_test.mat,simWind_test.mat#32,32,27,low_rank_residual_k30,0.48753366451164865,7
simWind_test.mat,simWind_test.mat#32,32,27,raw,0.28298259987163615,7
simWind_test.mat,simWind_test.mat#32,32,27,tpsscs_finished_detector,0.5616077385857227,7
simWind_test.mat,simWind_test.mat#32,32,27,tpsscs_trainable_gate,0.605382522419805,7
simWind_test.mat,simWind_test.mat#33,33,36,low_rank_residual_k30,0.5814576267467072,7
simWind_test.mat,simWind_test.mat#33,33,36,raw,0.4864442992222613,7
simWind_test.mat,simWind_test.mat#33,33,36,tpsscs_finished_detector,0.588296151074113,7
simWind_test.mat,simWind_test.mat#33,33,36,tpsscs_trainable_gate,0.5862990966104141,7
simWind_test.mat,simWind_test.mat#34,34,59,low_rank_residual_k30,0.4678560975105552,7
simWind_test.mat,simWind_test.mat#34,34,59,raw,0.23666067045065386,7
simWind_test.mat,simWind_test.mat#34,34,59,tpsscs_finished_detector,0.4831989330025297,7
simWind_test.mat,simWind_test.mat#34,34,59,tpsscs_trainable_gate,0.4962339435290881,7
simWind_test.mat,simWind_test.mat#35,35,55,low_rank_residual_k30,0.5076652834473186,7
simWind_test.mat,simWind_test.mat#35,35,55,raw,0.33410605634621554,7
simWind_test.mat,simWind_test.mat#35,35,55,tpsscs_finished_detector,0.5575959539161661,7
simWind_test.mat,simWind_test.mat#35,35,55,tpsscs_trainable_gate,0.51414186669484,7
simWind_test.mat,simWind_test.mat#36,36,13,low_rank_residual_k30,0.6311383006769664,7
simWind_test.mat,simWind_test.mat#36,36,13,raw,0.2386460734154062,7
simWind_test.mat,simWind_test.mat#36,36,13,tpsscs_finished_detector,0.7849844545231202,7
simWind_test.mat,simWind_test.mat#36,36,13,tpsscs_trainable_gate,0.689123925616458,7
simWind_test.mat,simWind_test.mat#38,38,43,low_rank_residual_k30,0.560977208716941,7
