calibration_mode,residual_safety_factor,gate_margin_scale,asset,pfa_target,n_items,tpsscs_pd,raw_pd,lowrank_pd,delta_vs_raw,delta_vs_lowrank,tpsscs_empirical_pfa,raw_empirical_pfa,lowrank_empirical_pfa,tpsscs_false_alarms_total,background_count_total,pfa_ceiling,tpsscs_pfa_calibrated,raw_pfa_calibrated,lowrank_pfa_calibrated,beats_raw,beats_lowrank
cross_asset_target_free_conservative,1000.0,256.0,simMed_test.mat,0.0003,105,0.5010828359414523,0.07447260513022674,0.382876722927808,0.42661023081122557,0.11820611301364431,0.0004978017792620741,1.410569662319166e-05,0.0004559209719533609,3423,6877337,0.00031509999999999996,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,256.0,simMed_test.mat,0.001,105,0.5021053728606372,0.07833043472347202,0.384244731368935,0.42377493813716516,0.11786064149170217,0.0005011465684198787,1.614153767382694e-05,0.0004592657611111655,3446,6877337,0.0010501000000000002,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,256.0,simMed_test.mat,0.003,105,0.5338622719891813,0.08800732803513589,0.42597086160014863,0.44585494395404546,0.10789141038903272,0.000605999314530701,2.0940416872995162e-05,0.0005673178858308256,4167,6877337,0.0031501,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,256.0,simMed_test.mat,0.01,105,0.5857742763320299,0.13754819506410546,0.48910183717549605,0.4482260812679245,0.0966724391565339,0.0008123575817033311,6.514651216398344e-05,0.0007757120073590253,5586,6877337,0.0105001,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,1e-05,105,0.5363454574975154,0.052598899807274994,0.4540574122615589,0.4837465576902404,0.08228804523595651,0.0006218520737624058,5.816626549763409e-06,0.0005943678819840563,4276,6877337,1.0600000000000002e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,3e-05,105,0.5363454574975154,0.052598899807274994,0.4540574122615589,0.4837465576902404,0.08228804523595651,0.0006218520737624058,5.816626549763409e-06,0.0005943678819840563,4276,6877337,3.16e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,0.0001,105,0.5363454574975154,0.052598899807274994,0.4540574122615589,0.4837465576902404,0.08228804523595651,0.0006218520737624058,5.816626549763409e-06,0.0005943678819840563,4276,6877337,0.00010510000000000001,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,0.0003,105,0.5363454574975154,0.052598899807274994,0.4540574122615589,0.4837465576902404,0.08228804523595651,0.0006218520737624058,5.816626549763409e-06,0.0005943678819840563,4276,6877337,0.00031509999999999996,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,0.001,105,0.5407109689250655,0.05299572520410039,0.45986910649013046,0.48771524372096514,0.08084186243493507,0.0006379941354168793,5.816626549763409e-06,0.0006108007958287846,4387,6877337,0.0010501000000000002,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,0.003,105,0.5604396201943691,0.07680541719094329,0.48323053490250634,0.4836342030034258,0.07720908529186277,0.0007112897863571539,1.1197201312804595e-05,0.0006854053038542792,4891,6877337,0.0031501,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,256.0,simWind_test.mat,0.01,105,0.6072335426266274,0.10686289059959145,0.537560630735548,0.500370652027036,0.06967291189107938,0.0009257924518883546,2.573914078622439e-05,0.0009025256280355355,6366,6877337,0.0105001,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,1e-05,210,0.458897581453492,0.06353575246875087,0.41846706759468344,0.39536182898474115,0.04043051385880858,0.00052878008612867,9.961161586477536e-06,0.0005251444269687086,7272,13754674,1.0600000000000002e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,3e-05,210,0.458897581453492,0.06353575246875087,0.41846706759468344,0.39536182898474115,0.04043051385880858,0.00052878008612867,9.961161586477536e-06,0.0005251444269687086,7272,13754674,3.16e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,0.0001,210,0.458897581453492,0.06353575246875087,0.41846706759468344,0.39536182898474115,0.04043051385880858,0.00052878008612867,9.961161586477536e-06,0.0005251444269687086,7272,13754674,0.00010510000000000001,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,0.0003,210,0.458897581453492,0.06353575246875087,0.41846706759468344,0.39536182898474115,0.04043051385880858,0.00052878008612867,9.961161586477536e-06,0.0005251444269687086,7272,13754674,0.00031509999999999996,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,0.001,210,0.46190525152874073,0.0656630799637862,0.42205691892953273,0.39624217156495456,0.039848332599208,0.0005386689376299364,1.0979082111795175e-05,0.0005350332784699751,7408,13754674,0.0010501000000000002,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,0.003,210,0.4920893090585049,0.08240637261303958,0.4546006982513275,0.40968293644546533,0.037488610807177414,0.0006297791081945584,1.606880909289988e-05,0.0006263615948425524,8661,13754674,0.0031501,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,combined,0.01,210,0.5476028541926818,0.12220554283184845,0.513331233955522,0.42539731136083336,0.034271620237159794,0.0008423909127243071,4.544282647510391e-05,0.0008391188176972804,11585,13754674,0.0105001,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,1e-05,105,0.4263700768907633,0.07447260513022674,0.382876722927808,0.35189747176053654,0.04349335396295528,0.00045970201946332346,1.410569662319166e-05,0.0004559209719533609,3161,6877337,1.0600000000000002e-05,False,False,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,3e-05,105,0.4263700768907633,0.07447260513022674,0.382876722927808,0.35189747176053654,0.04349335396295528,0.00045970201946332346,1.410569662319166e-05,0.0004559209719533609,3161,6877337,3.16e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,0.0001,105,0.4263700768907633,0.07447260513022674,0.382876722927808,0.35189747176053654,0.04349335396295528,0.00045970201946332346,1.410569662319166e-05,0.0004559209719533609,3161,6877337,0.00010510000000000001,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,0.0003,105,0.4263700768907633,0.07447260513022674,0.382876722927808,0.35189747176053654,0.04349335396295528,0.00045970201946332346,1.410569662319166e-05,0.0004559209719533609,3161,6877337,0.00031509999999999996,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,0.001,105,0.4275793551731601,0.07833043472347202,0.384244731368935,0.3492489204496881,0.04333462380422509,0.00046304680862112806,1.614153767382694e-05,0.0004592657611111655,3184,6877337,0.0010501000000000002,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,0.003,105,0.46637640661928254,0.08800732803513589,0.42597086160014863,0.37836907858414665,0.040405545019133904,0.0005708080589377673,2.0940416872995162e-05,0.0005673178858308256,3925,6877337,0.0031501,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simMed_test.mat,0.01,105,0.526596945808361,0.13754819506410546,0.48910183717549605,0.3890487507442556,0.03749510863286498,0.0007790567787938477,6.514651216398344e-05,0.0007757120073590253,5357,6877337,0.0105001,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,1e-05,105,0.49142508601622087,0.052598899807274994,0.4540574122615589,0.43882618620894587,0.03736767375466199,0.0005978581527940166,5.816626549763409e-06,0.0005943678819840563,4111,6877337,1.0600000000000002e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,3e-05,105,0.49142508601622087,0.052598899807274994,0.4540574122615589,0.43882618620894587,0.03736767375466199,0.0005978581527940166,5.816626549763409e-06,0.0005943678819840563,4111,6877337,3.16e-05,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,0.0001,105,0.49142508601622087,0.052598899807274994,0.4540574122615589,0.43882618620894587,0.03736767375466199,0.0005978581527940166,5.816626549763409e-06,0.0005943678819840563,4111,6877337,0.00010510000000000001,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,0.0003,105,0.49142508601622087,0.052598899807274994,0.4540574122615589,0.43882618620894587,0.03736767375466199,0.0005978581527940166,5.816626549763409e-06,0.0005943678819840563,4111,6877337,0.00031509999999999996,False,True,False,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,0.001,105,0.4962311478843214,0.05299572520410039,0.45986910649013046,0.443235422680221,0.036362041394190914,0.0006142910666387448,5.816626549763409e-06,0.0006108007958287846,4224,6877337,0.0010501000000000002,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,0.003,105,0.5178022114977272,0.07680541719094329,0.48323053490250634,0.4409967943067839,0.03457167659522087,0.0006887501574513493,1.1197201312804595e-05,0.0006854053038542792,4736,6877337,0.0031501,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,1024.0,simWind_test.mat,0.01,105,0.5686087625770027,0.10686289059959145,0.537560630735548,0.46174587197741124,0.031048131841454607,0.0009057250466547663,2.573914078622439e-05,0.0009025256280355355,6228,6877337,0.0105001,True,True,True,True,True
cross_asset_target_free_conservative,1000.0,4096.0,combined,1e-05,210,0.41846706759468344,0.06353575246875087,0.41846706759468344,0.35493131512593257,0.0,0.0005251444269687086,9.961161586477536e-06,0.0005251444269687086,7222,13754674,1.0600000000000002e-05,False,True,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,combined,3e-05,210,0.41846706759468344,0.06353575246875087,0.41846706759468344,0.35493131512593257,0.0,0.0005251444269687086,9.961161586477536e-06,0.0005251444269687086,7222,13754674,3.16e-05,False,True,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,combined,0.0001,210,0.41846706759468344,0.06353575246875087,0.41846706759468344,0.35493131512593257,0.0,0.0005251444269687086,9.961161586477536e-06,0.0005251444269687086,7222,13754674,0.00010510000000000001,False,True,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,combined,0.0003,210,0.41846706759468344,0.06353575246875087,0.41846706759468344,0.35493131512593257,0.0,0.0005251444269687086,9.961161586477536e-06,0.0005251444269687086,7222,13754674,0.00031509999999999996,False,True,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,combined,0.001,210,0.42205691892953273,0.0656630799637862,0.42205691892953273,0.3563938389657465,0.0,0.0005350332784699751,1.0979082111795175e-05,0.0005350332784699751,7358,13754674,0.0010501000000000002,True,True,True,True,False
cross_asset_target_free_conservative,1000.0,4096.0,combined,0.003,210,0.4546006982513275,0.08240637261303958,0.4546006982513275,0.3721943256382879,0.0,0.0006263615948425524,1.606880909289988e-05,0.0006263615948425524,8614,13754674,0.0031501,True,True,True,True,False
cross_asset_target_free_conservative,1000.0,4096.0,combined,0.01,210,0.513331233955522,0.12220554283184845,0.513331233955522,0.39112569112367357,0.0,0.0008391188176972804,4.544282647510391e-05,0.0008391188176972804,11540,13754674,0.0105001,True,True,True,True,False
cross_asset_target_free_conservative,1000.0,4096.0,simMed_test.mat,1e-05,105,0.382876722927808,0.07447260513022674,0.382876722927808,0.30840411779758126,0.0,0.0004559209719533609,1.410569662319166e-05,0.0004559209719533609,3135,6877337,1.0600000000000002e-05,False,False,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,simMed_test.mat,3e-05,105,0.382876722927808,0.07447260513022674,0.382876722927808,0.30840411779758126,0.0,0.0004559209719533609,1.410569662319166e-05,0.0004559209719533609,3135,6877337,3.16e-05,False,True,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,simMed_test.mat,0.0001,105,0.382876722927808,0.07447260513022674,0.382876722927808,0.30840411779758126,0.0,0.0004559209719533609,1.410569662319166e-05,0.0004559209719533609,3135,6877337,0.00010510000000000001,False,True,False,True,False
cross_asset_target_free_conservative,1000.0,4096.0,simMed_test.mat,0.0003,105,0.382876722927808,0.07447260513022674,0.382876722927808,0.30840411779758126,0.0,0.0004559209719533609,1.410569662319166e-05,0.0004559209719533609,3135,6877337,0.00031509999999999996,False,True,False,True,False
