calibration_mode,residual_safety_factor,gate_margin_scale,asset,pfa_target,method,pd_mean,empirical_pfa_mean,empirical_pfa_max,false_alarms_total,background_count_total,n_items
cross_asset_target_free_conservative,1.0,0.25,simMed_test.mat,0.01,tpsscs_finished_detector,0.8805122675617398,0.016211022244717915,0.09082857404636105,111476,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,1e-05,low_rank_residual_k30,0.537560630735548,0.0009025256280355355,0.005222490303270928,6206,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,1e-05,raw,0.10686289059959145,2.573914078622439e-05,0.00013738570272786945,177,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,1e-05,tpsscs_finished_detector,0.6350959216595494,0.0009445511666346736,0.0052835720612039215,6495,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,3e-05,low_rank_residual_k30,0.5987721546658935,0.0013402571485429055,0.009192804568915493,9216,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,3e-05,raw,0.15240196640730022,5.65676200198519e-05,0.0003358317177792364,389,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,3e-05,tpsscs_finished_detector,0.6858862943978645,0.0013785018195054892,0.009253886326848487,9479,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.0001,low_rank_residual_k30,0.666409106903147,0.0025052572361184324,0.02110374736584919,17227,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.0001,raw,0.20795814347189331,0.00015413989206931148,0.0007479888259628448,1060,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.0001,tpsscs_finished_detector,0.7423571530956755,0.0025372487247349814,0.021134288244815686,17447,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.0003,low_rank_residual_k30,0.7239878116639831,0.0051128614450207215,0.04503252603609932,35158,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.0003,raw,0.2680415385538572,0.00031830802580342575,0.0014807125738448151,2189,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.0003,tpsscs_finished_detector,0.79011713644782,0.005142089946554252,0.04504779647558257,35359,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.001,low_rank_residual_k30,0.7961369418971025,0.012541320010127113,0.10014354213114253,86240,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.001,raw,0.3569554498857991,0.0009562307452415877,0.0038330559076401507,6576,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.001,tpsscs_finished_detector,0.8544042742382313,0.012565458618133133,0.10015881257062578,86406,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.003,low_rank_residual_k30,0.8382547250369429,0.02797951680064105,0.18323000335949668,192403,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.003,raw,0.45712586483435036,0.002708008116244847,0.009403001022729007,18623,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.003,tpsscs_finished_detector,0.8882300769379385,0.028000165208899887,0.18324527379897992,192545,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.01,low_rank_residual_k30,0.8764059605670572,0.06767095280647582,0.32964297712488166,465353,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.01,raw,0.6320794420726498,0.009203130425227003,0.024342195684376098,63290,6877337,105
cross_asset_target_free_conservative,1.0,0.25,simWind_test.mat,0.01,tpsscs_finished_detector,0.9190917938601201,0.0676886926505576,0.3296582475643649,465475,6877337,105
cross_asset_target_free_conservative,1.0,1.0,combined,1e-05,low_rank_residual_k30,0.513331233955522,0.0008391188176972804,0.005222490303270928,11540,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,1e-05,raw,0.12220554283184845,4.544282647510391e-05,0.0004428427450142015,625,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,1e-05,tpsscs_finished_detector,0.6279894192172374,0.0008985216362404732,0.0052835720612039215,12357,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,3e-05,low_rank_residual_k30,0.5613663454079485,0.0011501841367297623,0.009192804568915493,15818,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,3e-05,raw,0.16700412319935337,9.953713382807898e-05,0.0009009559295116513,1369,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,3e-05,tpsscs_finished_detector,0.6659703061733994,0.001204715315273057,0.009253886326848487,16568,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.0001,low_rank_residual_k30,0.630310375659371,0.001965507611697268,0.02110374736584919,27031,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.0001,raw,0.22923245012073215,0.0002884280544882893,0.0022142137250710076,3967,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.0001,tpsscs_finished_detector,0.7213581817531337,0.002012549480513305,0.021134288244815686,27678,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.0003,low_rank_residual_k30,0.6888662992191843,0.0036449398383919074,0.04503252603609932,50128,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.0003,raw,0.29418924741081026,0.0006449064626953748,0.004718565800323734,8870,13754674,210
cross_asset_target_free_conservative,1.0,1.0,combined,0.0003,tpsscs_finished_detector,0.7695929727763332,0.003687328204156943,0.04504779647558257,50711,13754674,210
