label_budget,label_budget_positive_frames,asset,pfa_target,compact_pd,low_label_hgb_pd,delta_compact_minus_low_label_hgb,compact_empirical_pfa,low_label_hgb_empirical_pfa,n_items,n_pair_observations,n_seeds,compact_item_win_fraction,compact_pfa_calibrated,low_label_hgb_pfa_calibrated,compact_beats_low_label_hgb,pfa
64,64,simWind_test.mat,0.0003,0.5368152651851739,0.7897976075871705,-0.25298234240199663,0.0002900832244325381,0.00029008322443258505,105,315,3,0.006349206349206349,True,True,False,0.0003
64,64,simWind_test.mat,0.001,0.709979513423963,0.8712514798427363,-0.16127196641877325,0.0009923899783219553,0.0009923899783220013,105,315,3,0.031746031746031744,True,True,False,0.001
64,64,combined,0.0001,0.3681866997918742,0.6535763629651464,-0.2853896631732723,9.160522876818475e-05,9.160522876818475e-05,210,630,3,0.023809523809523808,True,True,False,0.0001
64,64,combined,0.001,0.7028664531528073,0.8653337453654454,-0.16246729221263795,0.0009923899783219553,0.0009923899783220013,210,630,3,0.025396825396825397,True,True,False,0.001
64,64,combined,1e-05,0.18453205303478548,0.31270839547417384,-0.12817634243938836,0.0,0.0,210,630,3,0.26031746031746034,True,True,False,1e-05
64,64,combined,0.0003,0.5261399631103596,0.7815937432999644,-0.25545378018960485,0.0002900832244325381,0.00029008322443258505,210,630,3,0.012698412698412698,True,True,False,0.0003
64,64,simWind_test.mat,0.003,0.812213539733551,0.9186972097713664,-0.10648367003781538,0.0029924374730939812,0.002992437473094035,105,315,3,0.0380952380952381,True,True,False,0.003
64,64,simWind_test.mat,0.01,0.8663473290962685,0.9567763876794438,-0.09042905858317532,0.009992820396478945,0.009992820396478997,105,315,3,0.02857142857142857,True,True,False,0.01
64,64,simMed_test.mat,3e-05,0.23292866331646772,0.4290784066080464,-0.19614974329157867,1.526753812803079e-05,1.526753812803079e-05,105,315,3,0.09206349206349207,True,True,False,3e-05
64,64,combined,3e-05,0.2358216637678027,0.43624621549405845,-0.20042455172625576,1.526753812803079e-05,1.526753812803079e-05,210,630,3,0.09841269841269841,True,True,False,3e-05
64,64,combined,0.003,0.813040071150322,0.9186138379970376,-0.10557376684671571,0.0029924374730939812,0.002992437473094035,210,630,3,0.047619047619047616,True,True,False,0.003
all,105,simWind_test.mat,1e-05,0.18451921564993898,0.3078109208326061,-0.12329170518266712,0.0,0.0,105,315,3,0.26031746031746034,True,True,False,1e-05
all,105,simMed_test.mat,0.0001,0.3631281887560889,0.6459044127928809,-0.28277622403679203,9.160522876818475e-05,9.160522876818475e-05,105,315,3,0.01904761904761905,True,True,False,0.0001
all,105,simMed_test.mat,0.0003,0.5154646610355453,0.7710024427350741,-0.25553778169952873,0.0002900832244325381,0.00029008322443258505,105,315,3,0.022222222222222223,True,True,False,0.0003
all,105,simMed_test.mat,1e-05,0.184544890419632,0.33417076162439213,-0.1496258712047601,0.0,0.0,105,315,3,0.23174603174603176,True,True,False,1e-05
all,105,simMed_test.mat,3e-05,0.23292866331646772,0.4384743848296708,-0.20554572151320305,1.526753812803079e-05,1.526753812803079e-05,105,315,3,0.10793650793650794,True,True,False,3e-05
all,105,simWind_test.mat,0.0003,0.5368152651851739,0.7896043875240653,-0.2527891223388913,0.0002900832244325381,0.00029008322443258505,105,315,3,0.009523809523809525,True,True,False,0.0003
all,105,simWind_test.mat,0.001,0.709979513423963,0.8782501960901664,-0.16827068266620337,0.0009923899783219553,0.0009923899783220013,105,315,3,0.022222222222222223,True,True,False,0.001
all,105,simWind_test.mat,3e-05,0.23871466421913762,0.42122610085652284,-0.1825114366373852,1.526753812803079e-05,1.5170584435402832e-05,105,315,3,0.11746031746031746,True,True,False,3e-05
all,105,simWind_test.mat,0.0001,0.3732452108276595,0.6633885355775682,-0.2901433247499087,9.160522876818475e-05,9.160522876818475e-05,105,315,3,0.012698412698412698,True,True,False,0.0001
all,105,simWind_test.mat,0.003,0.812213539733551,0.9241315561239974,-0.11191801639044639,0.0029924374730939812,0.002992437473094035,105,315,3,0.025396825396825397,True,True,False,0.003
all,105,simWind_test.mat,0.01,0.8663473290962685,0.9609271759020476,-0.09457984680577895,0.009992820396478945,0.009992771932954461,105,315,3,0.01904761904761905,True,True,False,0.01
all,105,simMed_test.mat,0.001,0.6957533928816516,0.8614449422742575,-0.16569154939260594,0.0009923899783219553,0.0009923899783220013,105,315,3,0.012698412698412698,True,True,False,0.001
all,105,simMed_test.mat,0.003,0.8138666025670928,0.9208817932177404,-0.10701519065064766,0.0029924374730939812,0.002992437473094035,105,315,3,0.06349206349206349,True,True,False,0.003
all,105,simMed_test.mat,0.01,0.8692331860864191,0.961881173301835,-0.09264798721541573,0.009992820396478945,0.009992820396478997,105,315,3,0.02857142857142857,True,True,False,0.01
all,105,combined,1e-05,0.18453205303478548,0.3209908412284991,-0.13645878819371363,0.0,0.0,210,630,3,0.24603174603174602,True,True,False,1e-05
all,105,combined,3e-05,0.2358216637678027,0.42985024284309675,-0.1940285790752941,1.526753812803079e-05,1.5219061281716812e-05,210,630,3,0.1126984126984127,True,True,False,3e-05
all,105,combined,0.0001,0.3681866997918742,0.6546464741852245,-0.2864597743933504,9.160522876818475e-05,9.160522876818475e-05,210,630,3,0.015873015873015872,True,True,False,0.0001
all,105,combined,0.0003,0.5261399631103596,0.7803034151295697,-0.25416345201921003,0.0002900832244325381,0.00029008322443258505,210,630,3,0.015873015873015872,True,True,False,0.0003
all,105,combined,0.001,0.7028664531528073,0.8698475691822121,-0.16698111602940466,0.0009923899783219553,0.0009923899783220013,210,630,3,0.01746031746031746,True,True,False,0.001
all,105,combined,0.003,0.813040071150322,0.922506674670869,-0.10946660352054703,0.0029924374730939812,0.002992437473094035,210,630,3,0.044444444444444446,True,True,False,0.003
all,105,combined,0.01,0.8677902575913438,0.9614041746019412,-0.09361391701059733,0.009992820396478945,0.009992796164716728,210,630,3,0.023809523809523808,True,True,False,0.01
