label_budget,label_budget_positive_frames,asset,pfa_target,compact_pd,low_label_hgb_pd,delta_compact_minus_low_label_hgb,compact_empirical_pfa,low_label_hgb_empirical_pfa,n_items,n_pair_observations,n_seeds,compact_item_win_fraction,compact_pfa_calibrated,low_label_hgb_pfa_calibrated,compact_beats_low_label_hgb,pfa
1,1,combined,1e-05,0.18453205303478548,0.07843301254405848,0.10609904049072702,0.0,0.0,210,630,3,0.7904761904761904,True,True,True,1e-05
1,1,combined,0.001,0.7028664531528073,0.6900616181401715,0.012804835012635815,0.0009923899783219553,0.0009884878877713828,210,630,3,0.42857142857142855,True,True,True,0.001
1,1,combined,3e-05,0.2358216637678027,0.12846933786805118,0.10735232589975151,1.526753812803079e-05,1.061443132525196e-05,210,630,3,0.7238095238095238,True,True,True,3e-05
1,1,combined,0.0003,0.5261399631103596,0.5279429832999859,-0.0018030201896263092,0.0002900832244325381,0.0002839270034428146,210,630,3,0.4174603174603175,True,True,False,0.0003
1,1,combined,0.003,0.813040071150322,0.8023627388305644,0.010677332319757427,0.0029924374730939812,0.0029894569228875096,210,630,3,0.4253968253968254,True,True,True,0.003
1,1,combined,0.01,0.8677902575913438,0.8946903577118276,-0.026900100120483692,0.009992820396478945,0.00997866899564067,210,630,3,0.3111111111111111,True,True,False,0.01
1,1,combined,0.0001,0.3681866997918742,0.31792763280455544,0.05025906698731871,9.160522876818475e-05,7.832353594727007e-05,210,630,3,0.5603174603174603,True,True,True,0.0001
2,2,simMed_test.mat,0.0001,0.3631281887560889,0.4128268833851575,-0.04969869462906861,9.160522876818475e-05,8.743651378663857e-05,105,315,3,0.33650793650793653,True,True,False,0.0001
2,2,simWind_test.mat,0.01,0.8663473290962685,0.9115137471797744,-0.04516641808350589,0.009992820396478945,0.009958789790573927,105,315,3,0.19365079365079366,True,True,False,0.01
2,2,simWind_test.mat,0.003,0.812213539733551,0.8705372177971761,-0.05832367806362513,0.0029924374730939812,0.0029922920736414837,105,315,3,0.20634920634920634,True,True,False,0.003
2,2,simWind_test.mat,0.001,0.709979513423963,0.7874046275530611,-0.07742511412909793,0.0009923899783219553,0.0009922930327685346,105,315,3,0.17142857142857143,True,True,False,0.001
2,2,simMed_test.mat,0.0003,0.5154646610355453,0.5799260622776609,-0.06446140124211543,0.0002900832244325381,0.0002867381413818963,105,315,3,0.2571428571428571,True,True,False,0.0003
2,2,simWind_test.mat,0.0001,0.3732452108276595,0.4408758600570067,-0.06763064922934721,9.160522876818475e-05,9.049041966850787e-05,105,315,3,0.31746031746031744,True,True,False,0.0001
2,2,simWind_test.mat,3e-05,0.23871466421913762,0.24685443097506343,-0.008139766755925804,1.526753812803079e-05,1.4443522741928612e-05,105,315,3,0.47619047619047616,True,True,False,3e-05
2,2,simWind_test.mat,1e-05,0.18451921564993898,0.1710162172518815,0.01350299839805747,0.0,0.0,105,315,3,0.546031746031746,True,True,True,1e-05
2,2,simMed_test.mat,0.01,0.8692331860864191,0.928226509039986,-0.05899332295356692,0.009992820396478945,0.009991948155847615,105,315,3,0.15873015873015872,True,True,False,0.01
