asset,pfa_target,method,method_family,training_cells,guard_cells,os_percentile,pd_mean,empirical_pfa_mean,n_items
simMed_test.mat,1e-05,low_rank_residual_k30_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.09697341266427659,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.09289114014293422,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.09012385421004422,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.08825666226075345,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0888262556879866,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.08834607832475304,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_global_topk,global,,,,0.09885361114797112,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.09841858974659401,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.09472075801369334,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.09290369492251092,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.08896681357733874,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.08953393042075845,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.08631595072670165,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.09257812210532451,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.09118923813759723,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.09208960734568111,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.09167980056368337,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.09345819953614941,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.09541184938345366,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.0932850406524651,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.09342768699786998,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.09328665035045561,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.09204693641187521,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.09315454657166813,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.09375286975537941,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.09079956557211101,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.09538911837881218,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.09441562411239422,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.09476243646980807,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.09550905938401924,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.09269263395685233,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.0018695305752221161,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.004073994204156571,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.0018695305752221161,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.004073994204156571,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0018695305752221161,0.0,105
simMed_test.mat,1e-05,low_rank_residual_k30_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.004073994204156571,0.0,105
simMed_test.mat,1e-05,raw_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.10144802710904603,0.0,105
simMed_test.mat,1e-05,raw_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.0776194098163334,0.0,105
simMed_test.mat,1e-05,raw_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.09049883695767569,0.0,105
simMed_test.mat,1e-05,raw_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.07634087668228712,0.0,105
simMed_test.mat,1e-05,raw_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0822490181702882,0.0,105
simMed_test.mat,1e-05,raw_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.07082788830151908,0.0,105
simMed_test.mat,1e-05,raw_global_topk,global,,,,0.0783311427619855,0.0,105
simMed_test.mat,1e-05,raw_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.10088341330154685,0.0,105
simMed_test.mat,1e-05,raw_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.07203265565340966,0.0,105
simMed_test.mat,1e-05,raw_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.08624041992433287,0.0,105
simMed_test.mat,1e-05,raw_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.07090285405382506,0.0,105
simMed_test.mat,1e-05,raw_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.07974234503015205,0.0,105
simMed_test.mat,1e-05,raw_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.06594554921263127,0.0,105
simMed_test.mat,1e-05,raw_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.08102909262962786,0.0,105
simMed_test.mat,1e-05,raw_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.07903735943838007,0.0,105
simMed_test.mat,1e-05,raw_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.08208492745790817,0.0,105
simMed_test.mat,1e-05,raw_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.07904058354904851,0.0,105
simMed_test.mat,1e-05,raw_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.08257577241308132,0.0,105
simMed_test.mat,1e-05,raw_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.08000261809514497,0.0,105
simMed_test.mat,1e-05,raw_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.082174135504532,0.0,105
simMed_test.mat,1e-05,raw_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.0787104443883334,0.0,105
simMed_test.mat,1e-05,raw_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.08418222095132344,0.0,105
simMed_test.mat,1e-05,raw_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.079991727611155,0.0,105
simMed_test.mat,1e-05,raw_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.08426706289647899,0.0,105
simMed_test.mat,1e-05,raw_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.07859874679599198,0.0,105
simMed_test.mat,1e-05,raw_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.08605777885470953,0.0,105
simMed_test.mat,1e-05,raw_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.07930868964338474,0.0,105
simMed_test.mat,1e-05,raw_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.08283066125514175,0.0,105
simMed_test.mat,1e-05,raw_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.07913413258142549,0.0,105
simMed_test.mat,1e-05,raw_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.07837161820717954,0.0,105
simMed_test.mat,1e-05,raw_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.07601832476433955,0.0,105
simMed_test.mat,1e-05,raw_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.001043337401680067,0.0,105
simMed_test.mat,1e-05,raw_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.004357927161146121,0.0,105
simMed_test.mat,1e-05,raw_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.001043337401680067,0.0,105
simMed_test.mat,1e-05,raw_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.004357927161146121,0.0,105
simMed_test.mat,1e-05,raw_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.001043337401680067,0.0,105
simMed_test.mat,1e-05,raw_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.004357927161146121,0.0,105
simMed_test.mat,1e-05,tpsscs_finished_detector,proposed,,,,0.18454489041963204,0.0,105
simMed_test.mat,3e-05,low_rank_residual_k30_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.14917950393763632,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.1468330413827762,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.1472670864958721,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.14527509161538488,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.14435680373022136,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.14409421152047064,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_global_topk,global,,,,0.1503500214703694,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.14760408060436964,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.14644591000766524,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.14737966870890637,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.1415894007914991,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.1462373281675186,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.14019249525776162,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.14271946088843868,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.14563969114255482,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.14515361409008837,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.1471910805079617,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.14546206942908987,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.14827469434210938,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.1472000714708006,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.14811891892656423,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.1451858189183613,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.1451408551035935,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.14687330595889972,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.1467450309454454,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.14917941878907245,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.14275696429655335,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.14470464763182728,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.14335068140552717,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.14474901984352673,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.1434813129722868,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.0020638940348916986,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.00480941658706091,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.0020638940348916986,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.00480941658706091,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0020638940348916986,1.526753812803079e-05,105
simMed_test.mat,3e-05,low_rank_residual_k30_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.00480941658706091,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.14558082984826662,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.11132206854954796,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.12984224616522128,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.11269203822272986,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.12418732249091648,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.10941335982384659,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_global_topk,global,,,,0.11489453378068927,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.1461497379508278,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.10523281893986845,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.13128761350363555,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.1076274088906929,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.11899258253078863,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.106741799936197,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.1199166662715677,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.11834203171263112,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.12097016762566185,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.11450967211230581,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.11640027789167007,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.11582764096311506,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.11794741525512317,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.1147990763027104,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.12040668999699138,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.11592608743611071,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.11821274156325,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os75_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,75.0,0.11444196445327673,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os90_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,90.0,0.12435950039421022,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os90_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,90.0,0.11747305581251682,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os90_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,90.0,0.12051236966314009,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os90_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,90.0,0.11825707273588731,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os90_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,90.0,0.11597812590296233,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_os90_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,90.0,0.11257239828461141,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_soca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.0012300787648920183,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_soca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.005327378470220072,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_soca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.0012300787648920183,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_soca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.005327378470220072,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_soca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.0012300787648920183,1.526753812803079e-05,105
simMed_test.mat,3e-05,raw_soca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.005327378470220072,1.526753812803079e-05,105
simMed_test.mat,3e-05,tpsscs_finished_detector,proposed,,,,0.23292866331646775,1.526753812803079e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_ca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.31365062282219913,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_ca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.29294860431786063,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_ca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.3101047977558412,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_ca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.2935145957420575,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_ca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.3086483333207953,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_ca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.29475803720736776,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_global_topk,global,,,,0.2943857234377076,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_goca_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,,0.3163564014687515,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_goca_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,,0.2942337319580208,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_goca_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,,0.30652517590740824,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_goca_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,,0.28952948313921983,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_goca_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,,0.3061710821324077,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_goca_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,,0.28974318383208353,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os60_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,60.0,0.2979517868478599,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os60_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,60.0,0.29796087588302883,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os60_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,60.0,0.29875034484456037,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os60_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,60.0,0.2985039137514882,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os60_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,60.0,0.29894527165024987,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os60_t8_g2_cfar_local,classical_local_cfar_param_sweep,8.0,2.0,60.0,0.30110132560398456,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os75_t4_g1_cfar_local,classical_local_cfar_param_sweep,4.0,1.0,75.0,0.30147529355620734,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os75_t4_g2_cfar_local,classical_local_cfar_param_sweep,4.0,2.0,75.0,0.29611001728825875,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os75_t6_g1_cfar_local,classical_local_cfar_param_sweep,6.0,1.0,75.0,0.2956528671877524,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os75_t6_g2_cfar_local,classical_local_cfar_param_sweep,6.0,2.0,75.0,0.29888625522916534,9.160522876818475e-05,105
simMed_test.mat,0.0001,low_rank_residual_k30_os75_t8_g1_cfar_local,classical_local_cfar_param_sweep,8.0,1.0,75.0,0.30078525006657875,9.160522876818475e-05,105
