pfa_target,threshold,pd,empirical_pfa,target_count,background_count,max_false_alarms,false_alarms,detections,threshold_policy,asset,image_index,item_id,method,method_family,training_cells,guard_cells,os_percentile,residual_threshold,gate_threshold
0.0003,,0.5,0.00029004976643360914,30,65506,19,19,34,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,25,simMed_test.mat#25,tpsscs_finished_detector,proposed,6,2,75.0,12.829465710585458,3428.584029906727
0.001,,0.7,0.0009922755167465576,30,65506,65,65,86,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,25,simMed_test.mat#25,tpsscs_finished_detector,proposed,6,2,75.0,6.736640802789474,3428.584029906727
0.003,,0.9,0.002992092327420389,30,65506,196,196,223,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,25,simMed_test.mat#25,tpsscs_finished_detector,proposed,6,2,75.0,4.0414585529594635,3428.584029906727
0.01,,0.9666666666666667,0.009999084053369156,30,65506,655,655,684,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,25,simMed_test.mat#25,tpsscs_finished_detector,proposed,6,2,75.0,2.9009633405883575,3428.584029906727
1e-05,9400.420957423607,0.047619047619047616,0.0,63,65473,0,0,3,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
3e-05,7517.020588414658,0.06349206349206349,1.5273471507338904e-05,63,65473,1,1,5,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
0.0001,5424.664647026176,0.12698412698412698,9.164082904403341e-05,63,65473,6,6,14,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
0.0003,3528.720711559397,0.2222222222222222,0.00029019595863943913,63,65473,19,19,33,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
0.001,2344.835931258819,0.25396825396825395,0.0009927756479770288,63,65473,65,65,81,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
0.003,1501.184452541021,0.4126984126984127,0.002993600415438425,63,65473,196,196,222,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
0.01,781.2557420338762,0.5555555555555556,0.009988850365799643,63,65473,654,654,689,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_global_topk,global,6,2,75.0,,
1e-05,918.9138655391743,0.031746031746031744,0.0,63,65473,0,0,2,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
3e-05,621.1497738560911,0.09523809523809523,1.5273471507338904e-05,63,65473,1,1,7,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.0001,322.70996851332404,0.31746031746031744,9.164082904403341e-05,63,65473,6,6,26,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.0003,275.57766169813306,0.3333333333333333,0.00029019595863943913,63,65473,19,19,40,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.001,101.55634854209221,0.7142857142857143,0.0009927756479770288,63,65473,65,65,110,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.003,28.915217299103695,0.8888888888888888,0.002993600415438425,63,65473,196,196,252,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.01,10.163426840076243,0.9047619047619048,0.009988850365799643,63,65473,654,654,711,conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_global_topk,global,6,2,75.0,,
1e-05,3691.969320630522,0.031746031746031744,0.0,63,65473,0,0,2,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,2963.085351199302,0.06349206349206349,1.5273471507338904e-05,63,65473,1,1,5,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,1619.4544000580504,0.1111111111111111,9.164082904403341e-05,63,65473,6,6,13,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,545.8177669669103,0.25396825396825395,0.00029019595863943913,63,65473,19,19,35,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,114.03587615003407,0.4444444444444444,0.0009927756479770288,63,65473,65,65,93,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,20.830767624009454,0.746031746031746,0.002993600415438425,63,65473,196,196,243,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,9.25865814611584,0.8095238095238095,0.009988850365799643,63,65473,654,654,705,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,3775.0737649992607,0.031746031746031744,0.0,63,65473,0,0,2,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,3052.1333361331745,0.047619047619047616,1.5273471507338904e-05,63,65473,1,1,4,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,1458.462906837085,0.09523809523809523,9.164082904403341e-05,63,65473,6,6,12,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,400.6387291082044,0.25396825396825395,0.00029019595863943913,63,65473,19,19,35,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,74.0191676709314,0.4444444444444444,0.0009927756479770288,63,65473,65,65,93,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,14.733268294217195,0.6666666666666666,0.002993600415438425,63,65473,196,196,238,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,6.524832772293315,0.7777777777777778,0.009988850365799643,63,65473,654,654,703,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,2402901509480542.0,0.0,0.0,63,65473,0,0,0,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,1615151442179941.2,0.0,1.5273471507338904e-05,63,65473,1,1,1,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,937390976027594.8,0.0,9.164082904403341e-05,63,65473,6,6,6,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,243628949294663.25,0.0,0.00029019595863943913,63,65473,19,19,19,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,14071328756290.164,0.0,0.0009927756479770288,63,65473,65,65,65,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,3737610299115.181,0.0,0.002993600415438425,63,65473,196,196,196,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,2112651706435.9126,0.0,0.009988850365799643,63,65473,654,654,654,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,2871.0638230008217,0.031746031746031744,0.0,63,65473,0,0,2,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,2363.43286951298,0.07936507936507936,1.5273471507338904e-05,63,65473,1,1,6,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,1561.9208417119705,0.15873015873015872,9.164082904403341e-05,63,65473,6,6,16,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,549.3140959880078,0.31746031746031744,0.00029019595863943913,63,65473,19,19,39,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,160.666905290822,0.5238095238095238,0.0009927756479770288,63,65473,65,65,98,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,40.84396148010455,0.7619047619047619,0.002993600415438425,63,65473,196,196,244,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,17.85745035309468,0.8412698412698413,0.009988850365799643,63,65473,654,654,707,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,512.0798190348672,0.06349206349206349,0.0,63,65473,0,0,4,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,443.96085231167143,0.1111111111111111,1.5273471507338904e-05,63,65473,1,1,8,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,252.14460404209692,0.1746031746031746,9.164082904403341e-05,63,65473,6,6,17,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,138.80101276159212,0.31746031746031744,0.00029019595863943913,63,65473,19,19,39,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,57.62371495477423,0.7142857142857143,0.0009927756479770288,63,65473,65,65,110,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,13.419003848463289,0.8571428571428571,0.002993600415438425,63,65473,196,196,250,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,4.891089198665593,0.9047619047619048,0.009988850365799643,63,65473,654,654,711,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_ca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,403.068612729883,0.07936507936507936,0.0,63,65473,0,0,5,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,376.4147314433541,0.09523809523809523,1.5273471507338904e-05,63,65473,1,1,7,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,194.19850384109253,0.2222222222222222,9.164082904403341e-05,63,65473,6,6,20,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,101.2054374568139,0.3492063492063492,0.00029019595863943913,63,65473,19,19,41,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,49.46172059740612,0.6825396825396826,0.0009927756479770288,63,65473,65,65,108,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,10.491128076545083,0.8412698412698413,0.002993600415438425,63,65473,196,196,249,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,4.136147823883864,0.9047619047619048,0.009988850365799643,63,65473,654,654,711,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_goca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,135261890925251.12,0.0,0.0,63,65473,0,0,0,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,66203283210261.18,0.0,1.5273471507338904e-05,63,65473,1,1,1,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,17742345893103.062,0.0,9.164082904403341e-05,63,65473,6,6,6,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,6965572065356.821,0.0,0.00029019595863943913,63,65473,19,19,19,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,4520214834891.338,0.0,0.0009927756479770288,63,65473,65,65,65,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,3129845337421.971,0.0,0.002993600415438425,63,65473,196,196,196,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,1907094108092.0574,0.0,0.009988850365799643,63,65473,654,654,654,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_soca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,408.4475858126019,0.1111111111111111,0.0,63,65473,0,0,7,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,390.2012475132338,0.1111111111111111,1.5273471507338904e-05,63,65473,1,1,8,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,225.474296869207,0.19047619047619047,9.164082904403341e-05,63,65473,6,6,18,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,133.04683908686954,0.38095238095238093,0.00029019595863943913,63,65473,19,19,43,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,51.702030843850174,0.7619047619047619,0.0009927756479770288,63,65473,65,65,113,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,14.980792291348415,0.873015873015873,0.002993600415438425,63,65473,196,196,251,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,4.449286972477569,0.9206349206349206,0.009988850365799643,63,65473,654,654,712,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,26,simMed_test.mat#26,low_rank_residual_k30_os75_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,,0.06349206349206349,0.0,63,65473,0,0,4,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,918.9138655391743,8277.868751113234
3e-05,,0.12698412698412698,1.5273471507338904e-05,63,65473,1,1,9,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,621.1497738560911,8277.868751113234
0.0001,,0.3492063492063492,9.164082904403341e-05,63,65473,6,6,28,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,322.70996851332404,8277.868751113234
0.0003,,0.36507936507936506,0.00029019595863943913,63,65473,19,19,42,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,275.57766169813306,8277.868751113234
0.001,,0.746031746031746,0.0009927756479770288,63,65473,65,65,112,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,101.55634854209221,8277.868751113234
0.003,,0.9047619047619048,0.002993600415438425,63,65473,196,196,253,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,28.915217299103695,8277.868751113234
0.01,,0.9047619047619048,0.009988850365799643,63,65473,654,654,711,residual_cfar_plus_zero_false_gate_union,simMed_test.mat,26,simMed_test.mat#26,tpsscs_finished_detector,proposed,6,2,75.0,10.163426840076243,8277.868751113234
1e-05,8443.55549337958,0.06779661016949153,0.0,59,65477,0,0,4,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
3e-05,5804.920416423803,0.1694915254237288,1.5272538448615544e-05,59,65477,1,1,11,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
0.0001,4615.243360071059,0.2033898305084746,9.163523069169327e-05,59,65477,6,6,18,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
0.0003,2392.9238513871337,0.3050847457627119,0.00029017823052369533,59,65477,19,19,37,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
0.001,862.4300700425922,0.559322033898305,0.0009927149991600104,59,65477,65,65,98,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
0.003,467.5028187564248,0.7288135593220338,0.002993417535928647,59,65477,196,196,239,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
0.01,215.22239412664504,0.864406779661017,0.009988240145394567,59,65477,654,654,705,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_global_topk,global,6,2,75.0,,
1e-05,91.46014664597715,0.01694915254237288,0.0,59,65477,0,0,1,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
3e-05,66.48201822031022,0.05084745762711865,1.5272538448615544e-05,59,65477,1,1,4,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.0001,33.35359437741288,0.15254237288135594,9.163523069169327e-05,59,65477,6,6,15,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.0003,16.66214433997842,0.4576271186440678,0.00029017823052369533,59,65477,19,19,46,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.001,8.93143591167678,0.6779661016949152,0.0009927149991600104,59,65477,65,65,105,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.003,5.069469065688796,0.8305084745762712,0.002993417535928647,59,65477,196,196,245,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
0.01,3.53117200480368,0.847457627118644,0.009988240145394567,59,65477,654,654,704,conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,low_rank_residual_k30_global_topk,global,6,2,75.0,,
1e-05,288.8038663045222,0.1016949152542373,0.0,59,65477,0,0,6,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,208.89397004964982,0.1016949152542373,1.5272538448615544e-05,59,65477,1,1,7,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,144.73533709114008,0.15254237288135594,9.163523069169327e-05,59,65477,6,6,15,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,72.56437986284044,0.3050847457627119,0.00029017823052369533,59,65477,19,19,37,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,28.9891327396961,0.4745762711864407,0.0009927149991600104,59,65477,65,65,93,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,13.791417488007312,0.6610169491525424,0.002993417535928647,59,65477,196,196,235,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,6.504757425087418,0.7457627118644068,0.009988240145394567,59,65477,654,654,698,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_ca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,149.70961468015994,0.1016949152542373,0.0,59,65477,0,0,6,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,136.83821176127532,0.1016949152542373,1.5272538448615544e-05,59,65477,1,1,7,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,88.97034276271927,0.15254237288135594,9.163523069169327e-05,59,65477,6,6,15,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,48.59804967887034,0.2711864406779661,0.00029017823052369533,59,65477,19,19,35,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,18.883981360674685,0.4576271186440678,0.0009927149991600104,59,65477,65,65,92,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,9.807152621585463,0.6271186440677966,0.002993417535928647,59,65477,196,196,233,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,4.51887820599926,0.711864406779661,0.009988240145394567,59,65477,654,654,696,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_goca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,586490959040496.5,0.0,0.0,59,65477,0,0,0,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,368992270254588.2,0.0,1.5272538448615544e-05,59,65477,1,1,1,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,169345868268842.16,0.0,9.163523069169327e-05,59,65477,6,6,6,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,36652710502137.5,0.0,0.00029017823052369533,59,65477,19,19,19,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,4190647522679.4937,0.0,0.0009927149991600104,59,65477,65,65,65,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,2938163364104.7236,0.0,0.002993417535928647,59,65477,196,196,196,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
0.01,2297690188269.3003,0.0,0.009988240145394567,59,65477,654,654,654,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_soca_cfar_local,classical_local_cfar,6,2,75.0,,
1e-05,660.6350189367942,0.0847457627118644,0.0,59,65477,0,0,5,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
3e-05,586.4425844866875,0.11864406779661017,1.5272538448615544e-05,59,65477,1,1,8,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.0001,401.3434817741954,0.1694915254237288,9.163523069169327e-05,59,65477,6,6,16,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.0003,151.39570580045805,0.3389830508474576,0.00029017823052369533,59,65477,19,19,39,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.001,63.74332291311668,0.559322033898305,0.0009927149991600104,59,65477,65,65,98,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
0.003,33.014427810446726,0.7457627118644068,0.002993417535928647,59,65477,196,196,240,local_cfar_score_conservative_topk_strict_gt,simMed_test.mat,27,simMed_test.mat#27,raw_os75_cfar_local,classical_local_cfar,6,2,75.0,,
