asset,item_id,image_index,target_count,tpsscs_auc,comparator_auc,comparator,delta_auc
simMed_test.mat,simMed_test.mat#18,18,52,0.6004695947928606,0.3755239859395185,raw,0.22494560885334203
simMed_test.mat,simMed_test.mat#19,19,24,0.516748732048931,0.27968433988447255,raw,0.23706439216445846
simMed_test.mat,simMed_test.mat#20,20,24,0.3808554248555907,0.27968433988447255,raw,0.10117108497111815
simMed_test.mat,simMed_test.mat#21,21,17,0.6978728427670853,0.3159685044392488,raw,0.3819043383278365
simMed_test.mat,simMed_test.mat#22,22,52,0.5636839497456821,0.35032293616926863,raw,0.21336101357641352
simMed_test.mat,simMed_test.mat#23,23,55,0.4652410410230763,0.3313530714405226,raw,0.13388796958255367
simMed_test.mat,simMed_test.mat#24,24,37,0.5346232538667123,0.22943556828975856,raw,0.30518768557695375
simMed_test.mat,simMed_test.mat#25,25,30,0.519971374318271,0.3776691869493727,raw,0.14230218736889833
simMed_test.mat,simMed_test.mat#26,26,63,0.4992396124334864,0.23209555515600733,raw,0.2671440572774791
simMed_test.mat,simMed_test.mat#27,27,59,0.5040622275607171,0.4084048051643385,raw,0.09565742239637853
simMed_test.mat,simMed_test.mat#28,28,26,0.563977266992866,0.31644910208003457,raw,0.24752816491283142
simMed_test.mat,simMed_test.mat#29,29,26,0.3540306888000216,0.21329836502156438,raw,0.1407323237784572
simMed_test.mat,simMed_test.mat#3,3,28,0.5679274846133695,0.3499846648133594,raw,0.21794281980001012
simMed_test.mat,simMed_test.mat#31,31,25,0.5024403994965693,0.36274544943364057,raw,0.1396949500629287
simMed_test.mat,simMed_test.mat#32,32,27,0.6048176151289325,0.2703544672138542,raw,0.3344631479150783
simMed_test.mat,simMed_test.mat#33,33,36,0.5699894727896718,0.440148002925965,raw,0.12984146986370682
simMed_test.mat,simMed_test.mat#34,34,59,0.5239654973080636,0.19672487250804926,raw,0.32724062480001437
simMed_test.mat,simMed_test.mat#35,35,55,0.5242626205828328,0.3110321359631801,raw,0.21323048461965272
simMed_test.mat,simMed_test.mat#36,36,13,0.6628962654810646,0.23194249975796596,raw,0.4309537657230986
simMed_test.mat,simMed_test.mat#38,38,43,0.5720730518499565,0.28155273204592807,raw,0.2905203198040284
simMed_test.mat,simMed_test.mat#39,39,36,0.5278991256548508,0.24748877271114234,raw,0.2804103529437084
simMed_test.mat,simMed_test.mat#40,40,28,0.5772646050648041,0.30831799814669275,raw,0.2689466069181114
simMed_test.mat,simMed_test.mat#41,41,55,0.5470592228412581,0.21103213596318013,raw,0.3360270868780779
simMed_test.mat,simMed_test.mat#42,42,31,0.5510931849256312,0.3271138773075541,raw,0.2239793076180771
simMed_test.mat,simMed_test.mat#43,43,49,0.5959497996724165,0.4263486856305186,raw,0.16960111404189787
simMed_test.mat,simMed_test.mat#44,44,38,0.619138086022499,0.2209037715986201,raw,0.3982343144238789
simMed_test.mat,simMed_test.mat#45,45,35,0.5835670946987052,0.3974170233600321,raw,0.18615007133867306
simMed_test.mat,simMed_test.mat#46,46,51,0.3984155222588676,0.27675281816473896,raw,0.12166270409412866
simMed_test.mat,simMed_test.mat#47,47,28,0.5291008254152723,0.3060227227086076,raw,0.22307810270666467
simMed_test.mat,simMed_test.mat#48,48,25,0.5894121161003072,0.18562120786136713,raw,0.40379090823894004
simMed_test.mat,simMed_test.mat#49,49,33,0.4825711610440813,0.24932353497214843,raw,0.2332476260719329
simMed_test.mat,simMed_test.mat#50,50,25,0.6163838327040451,0.10501110798722474,raw,0.5113727247168203
simMed_test.mat,simMed_test.mat#51,51,16,0.507353215703365,0.2102398954400281,raw,0.2971133202633369
simMed_test.mat,simMed_test.mat#52,52,59,0.4927627925324684,0.36442560675800806,raw,0.12833718577446035
simMed_test.mat,simMed_test.mat#53,53,49,0.5491089406683464,0.14070088409688908,raw,0.4084080565714573
simMed_test.mat,simMed_test.mat#54,54,36,0.4890768743881919,0.39143097169781527,raw,0.09764590269037665
simMed_test.mat,simMed_test.mat#55,55,24,0.3213510065511392,0.3147243224578105,raw,0.006626684093328672
simMed_test.mat,simMed_test.mat#56,56,19,0.5412799009431845,0.19458798212493592,raw,0.34669191881824857
simMed_test.mat,simMed_test.mat#59,59,39,0.6775602131911458,0.5175971201819193,raw,0.1599630930092265
simMed_test.mat,simMed_test.mat#61,61,51,0.5197791577872403,0.2272846074729676,raw,0.2924945503142726
simMed_test.mat,simMed_test.mat#62,62,26,0.4828224514995174,0.23952602515695762,raw,0.2432964263425598
simMed_test.mat,simMed_test.mat#63,63,58,0.5877285733839517,0.36606974444233664,raw,0.22165882894161504
simMed_test.mat,simMed_test.mat#64,64,16,0.5644065621066948,0.22610321570336497,raw,0.3383033464033298
simMed_test.mat,simMed_test.mat#65,65,30,0.40998568715913547,0.43322474250492826,raw,-0.023239055345792792
simMed_test.mat,simMed_test.mat#67,67,44,0.5164640665733806,0.3466035318036645,raw,0.16986053476971613
simMed_test.mat,simMed_test.mat#69,69,41,0.5475055380423176,0.2641481855727117,raw,0.2833573524696059
simMed_test.mat,simMed_test.mat#7,7,50,0.5594121161003072,0.337211612043766,raw,0.22220050405654118
simMed_test.mat,simMed_test.mat#70,70,43,0.5726051156936852,0.34577225233988546,raw,0.22683286335379976
